REARING_NUMBER;date;sp_taxon_1;sp_taxon_2;value;attr;lat;lon;type
2006SZ23Hpurpu;2006-07-15;Phyllocolpa purpureae;Adelognathus sp.;3;Number of parasited galls;48,5;15,15;parasitism
2006SZ23Hpurpu;2006-07-15;Phyllocolpa purpureae;Chrysocharis elongata;8;Number of parasited galls;48,5;15,15;parasitism
2006SZ24Hpurpu;2006-08-03;Phyllocolpa purpureae;Chrysocharis elongata;8;Number of parasited galls;53,85;22,18333333;parasitism
2006SZ24Hpurpu;2006-08-03;Salix purpurea;Phyllocolpa purpureae;59;Number of galls;53,85;22,18333333;parasitism
2006SZ25Hpolit;2006-08-03;Phyllocolpa polita;Chrysocharis elongata;1;Number of parasited galls;53,85;22,18333333;parasitism
2006SZ25Hpolit;2006-08-03;Salix purpurea;Phyllocolpa polita;22;Number of galls;53,85;22,18333333;parasitism
2006SZ25Hpolit;2006-08-03;Phyllocolpa polita;Ichneumonidae indet.;1;Number of parasited galls;53,85;22,18333333;parasitism
2006SZ26Hanoma;2006-08-03;Salix caprea;Phyllocolpa anomaloptera;39;Number of galls;53,85;22,18333333;parasitism
2006SZ26Hanoma;2006-08-03;Phyllocolpa anomaloptera;Chrysocharis elongata;3;Number of parasited galls;53,85;22,18333333;parasitism
2006SZ27Hanoma;2006-08-06;Phyllocolpa anomaloptera;Chrysocharis elongata;1;Number of parasited galls;55,53333333;23,2;parasitism
2006SZ27Hanoma;2006-08-06;Salix caprea;Phyllocolpa anomaloptera;57;Number of galls;55,53333333;23,2;parasitism
2006SZ28Hleuco;2006-08-06;Salix caprea;Phyllocolpa leucosticta;31;Number of galls;55,53333333;23,2;parasitism
2006SZ29Hleuca;2006-08-06;Salix cinerea;Phyllocolpa leucapsis;73;Number of galls;55,53333333;23,2;parasitism
2006SZ29Hleuca;2006-08-06;Phyllocolpa leucapsis;Chrysocharis elongata;5;Number of parasited galls;55,53333333;23,2;parasitism
2006SZ30Hleuca;2006-08-09;Salix cinerea;Phyllocolpa leucapsis;81;Number of galls;55,03333333;22,6;parasitism
2006SZ30Hleuca;2006-08-09;Phyllocolpa leucapsis;Chrysocharis elongata;5;Number of parasited galls;55,03333333;22,6;parasitism
2006SZ31Hoblit;2006-08-09;Salix fragilis;Phyllocolpa oblita;2;Number of galls;55,01666667;22,65;parasitism
2006SZ32Hangli;2006-08-05;Phyllocolpa anglica;Chrysocharis elongata;14;Number of parasited galls;55,06666667;22,76666667;parasitism
2006SZ32Hangli;2006-08-05;Salix viminalis;Phyllocolpa anglica;102;Number of galls;55,06666667;22,76666667;parasitism
2006SZ33Hangli;2006-08-07;Phyllocolpa anglica;Chrysocharis elongata;10;Number of parasited galls;55,06666667;22,78333333;parasitism
2006SZ33Hangli;2006-08-07;Salix viminalis;Phyllocolpa anglica;62;Number of galls;55,06666667;22,78333333;parasitism
2006SZ34Hleuca;2006-08-05;Salix cinerea;Phyllocolpa leucapsis;44;Number of galls;55,06666667;22,76666667;parasitism
2006SZ34Hleuca;2006-08-05;Phyllocolpa leucapsis;Adelognathus sp.;2;Number of parasited galls;55,06666667;22,76666667;parasitism
2006SZ35Hleuco;2006-08-09;Salix caprea;Phyllocolpa leucosticta;2;Number of galls;55,03333333;22,6;parasitism
2006SZ36Hpruss;2006-08-09;Phyllocolpa prussica;Chrysocharis elongata;1;Number of parasited galls;55,03333333;22,6;parasitism
2006SZ36Hpruss;2006-08-09;Phyllocolpa prussica;Adelognathus sp.;3;Number of parasited galls;55,03333333;22,6;parasitism
2006SZ36Hpruss;2006-08-09;Salix cinerea;Phyllocolpa prussica;20;Number of galls;55,03333333;22,6;parasitism
2006SZ37Hpruss;2006-08-05;Salix cinerea;Phyllocolpa prussica;55;Number of galls;55,06666667;22,76666667;parasitism
2006SZ38Hanoma;2006-08-09;Salix caprea;Phyllocolpa anomaloptera;76;Number of galls;55,03333333;22,6;parasitism
2006SZ38Hanoma;2006-08-09;Phyllocolpa anomaloptera;Chrysocharis elongata;6;Number of parasited galls;55,03333333;22,6;parasitism
2006SZ39Heryth;2006-08-09;Phyllocolpa erythropyga;Chrysocharis elongata;2;Number of parasited galls;55,03333333;22,6;parasitism
2006SZ39Heryth;2006-08-09;Phyllocolpa erythropyga;Adelognathus sp.;1;Number of parasited galls;55,03333333;22,6;parasitism
2006SZ39Heryth;2006-08-09;Salix aurita;Phyllocolpa erythropyga;26;Number of galls;55,03333333;22,6;parasitism
2006SZ40Hpruss;2006-08-09;Salix cinerea;Phyllocolpa prussica;21;Number of galls;55,01666667;22,65;parasitism
2006SZ40Hpruss;2006-08-09;Phyllocolpa prussica;Adelognathus sp.;1;Number of parasited galls;55,01666667;22,65;parasitism
2006SZ41Hpruss;2006-08-13;Salix cinerea;Phyllocolpa prussica;61;Number of galls;55,93333333;21,06666667;parasitism
2006SZ41Hpruss;2006-08-13;Phyllocolpa prussica;Chrysocharis elongata;7;Number of parasited galls;55,93333333;21,06666667;parasitism
2006SZ41Hpruss;2006-08-13;Phyllocolpa prussica;Adelognathus sp.;3;Number of parasited galls;55,93333333;21,06666667;parasitism
2006SZ42Hoblit;2006-08-10;Phyllocolpa oblita;Chrysocharis elongata;1;Number of parasited galls;55,08333333;23,11666667;parasitism
2006SZ42Hoblit;2006-08-10;Salix fragilis;Phyllocolpa oblita;9;Number of galls;55,08333333;23,11666667;parasitism
2006SZ43Hanoma;2006-08-16;Phyllocolpa anomaloptera;Chrysocharis elongata;1;Number of parasited galls;53,26666667;16,41666667;parasitism
2006SZ43Hanoma;2006-08-16;Salix caprea;Phyllocolpa anomaloptera;81;Number of galls;53,26666667;16,41666667;parasitism
2006SZ43Hanoma;2006-08-16;Phyllocolpa anomaloptera;Adelognathus sp.;1;Number of parasited galls;53,26666667;16,41666667;parasitism
2006SZ44Hanoma;2006-08-15;Salix caprea;Phyllocolpa anomaloptera;99;Number of galls;53,85;21,73333333;parasitism
2006SZ44Hanoma;2006-08-15;Phyllocolpa anomaloptera;Adelognathus sp.;9;Number of parasited galls;53,85;21,73333333;parasitism
2006SZ44Hanoma;2006-08-15;Phyllocolpa anomaloptera;Chrysocharis elongata;1;Number of parasited galls;53,85;21,73333333;parasitism
2006SZ45Halien;2006-08-09;Salix aurita;Phyllocolpa alienata;99;Number of galls;55,03333333;22,6;parasitism
2006SZ45Halien;2006-08-09;Phyllocolpa alienata;Chrysocharis elongata;10;Number of parasited galls;55,03333333;22,6;parasitism
2006SZ46Hleuca;2006-08-09;Salix cinerea;Phyllocolpa leucapsis;33;Number of galls;55,01666667;22,65;parasitism
2006SZ46Hleuca;2006-08-09;Phyllocolpa leucapsis;Chrysocharis elongata;1;Number of parasited galls;55,01666667;22,65;parasitism
2006SZ46Hleuca;2006-08-09;Phyllocolpa leucapsis;Adelognathus sp.;1;Number of parasited galls;55,01666667;22,65;parasitism
2006SZ47Hischn;2006-08-13;Salix myrsinifolia;Phyllocolpa ischnocera;26;Number of galls;55,93333333;21,06666667;parasitism
2006SZ47Hischn;2006-08-13;Phyllocolpa ischnocera;Chrysocharis elongata;2;Number of parasited galls;55,93333333;21,06666667;parasitism
2006SZ48Hoblit;2006-08-14;Salix fragilis;Phyllocolpa oblita;2;Number of galls;55,86666667;21,05;parasitism
2006SZ49Hpruss;2006-08-12;Salix cinerea;Phyllocolpa prussica;62;Number of galls;55,51666667;21,1;parasitism
2006SZ49Hpruss;2006-08-12;Phyllocolpa prussica;Adelognathus sp.;6;Number of parasited galls;55,51666667;21,1;parasitism
2006SZ49Hpruss;2006-08-12;Phyllocolpa prussica;Chrysocharis elongata;9;Number of parasited galls;55,51666667;21,1;parasitism
2006SZ50Hangli;2006-08-10;Salix viminalis;Phyllocolpa anglica;56;Number of galls;55,08333333;23,11666667;parasitism
2006SZ50Hangli;2006-08-10;Phyllocolpa anglica;Chrysocharis elongata;4;Number of parasited galls;55,08333333;23,11666667;parasitism
2006SZ51Hanoma;2006-08-13;Salix caprea;Phyllocolpa anomaloptera;90;Number of galls;55,93333333;21,06666667;parasitism
2006SZ51Hanoma;2006-08-13;Phyllocolpa anomaloptera;Adelognathus sp.;6;Number of parasited galls;55,93333333;21,06666667;parasitism
2006SZ51Hanoma;2006-08-13;Phyllocolpa anomaloptera;Chrysocharis elongata;1;Number of parasited galls;55,93333333;21,06666667;parasitism
2006SZ52Hleuca;2006-08-14;Phyllocolpa leucapsis;Adelognathus sp.;1;Number of parasited galls;55,86666667;21,05;parasitism
2006SZ52Hleuca;2006-08-14;Salix cinerea;Phyllocolpa leucapsis;28;Number of galls;55,86666667;21,05;parasitism
2006SZ53Hleuca;2006-08-13;Phyllocolpa leucapsis;Chrysocharis elongata;4;Number of parasited galls;55,93333333;21,06666667;parasitism
2006SZ53Hleuca;2006-08-13;Salix cinerea;Phyllocolpa leucapsis;25;Number of galls;55,93333333;21,06666667;parasitism
2006SZ53Hleuca;2006-08-13;Phyllocolpa leucapsis;Adelognathus sp.;1;Number of parasited galls;55,93333333;21,06666667;parasitism
2006SZ54Hanoma;2006-08-11;Salix caprea;Phyllocolpa anomaloptera;84;Number of galls;55,93333333;21,06666667;parasitism
2006SZ54Hanoma;2006-08-11;Phyllocolpa anomaloptera;Adelognathus sp.;1;Number of parasited galls;55,93333333;21,06666667;parasitism
2006SZ54Hanoma;2006-08-11;Phyllocolpa anomaloptera;Chrysocharis elongata;9;Number of parasited galls;55,93333333;21,06666667;parasitism
200733A-FEweiff;2007-11-28;Euura weiffenbachii;Scambus vesicarius;1;Number of parasited galls;55,81666667;8,2;parasitism
200733A-FEweiff;2007-11-28;Salix repens;Euura weiffenbachii;12;Number of galls;55,81666667;8,2;parasitism
200733A-FEweiff;2007-11-28;Euura weiffenbachii;Chalcidoidea indet.;1;Number of parasited galls;55,81666667;8,2;parasitism
200733H-OEweiff;2007-11-26;Salix repens;Euura weiffenbachii;16;Number of galls;57,71666667;10,6;parasitism
200733H-OEweiff;2007-11-26;Euura weiffenbachii;Scambus vesicarius;1;Number of parasited galls;57,71666667;10,6;parasitism
200733H-OEweiff;2007-11-26;Euura weiffenbachii;Chalcidoidea indet.;7;Number of parasited galls;57,71666667;10,6;parasitism
200733Q-D1Eweiff;2007-11-30;Salix repens;Euura weiffenbachii;28;Number of galls;54,26666667;8,666666667;parasitism
200733Q-D1Eweiff;2007-11-30;Euura weiffenbachii;Eurytoma salicis;14;Number of parasited galls;54,26666667;8,666666667;parasitism
200733Q-D1Eweiff;2007-11-30;Euura weiffenbachii;Gambrus ornatus;2;Number of parasited galls;54,26666667;8,666666667;parasitism
200733Q-D1Eweiff;2007-11-30;Euura weiffenbachii;Scambus vesicarius;7;Number of parasited galls;54,26666667;8,666666667;parasitism
200733Q-D1Eweiff;2007-11-30;Euura weiffenbachii;Braconidae indet.;2;Number of parasited galls;54,26666667;8,666666667;parasitism
2007SZ02Hleuca;2007-06-19;Salix cinerea;Phyllocolpa leucapsis;20;Number of galls;54,3;10,21666667;parasitism
2007SZ03Hleuca;2007-06-15;Salix cinerea;Phyllocolpa leucapsis;24;Number of galls;54,33333333;10,18333333;parasitism
2007SZ04Hleuca;2007-06-24;Salix cinerea;Phyllocolpa leucapsis;49;Number of galls;50,23333333;8,966666667;parasitism
2007SZ04Hleuca;2007-06-24;Phyllocolpa leucapsis;Chrysocharis elongata;1;Number of parasited galls;50,23333333;8,966666667;parasitism
2007SZ04Hleuca;2007-06-24;Phyllocolpa leucapsis;Adelognathus pusillus;2;Number of parasited galls;50,23333333;8,966666667;parasitism
2007SZ05Halien;2007-06-24;Phyllocolpa alienata;Chrysocharis elongata;4;Number of parasited galls;50,23333333;8,966666667;parasitism
2007SZ05Halien;2007-06-24;Salix aurita;Phyllocolpa alienata;41;Number of galls;50,23333333;8,966666667;parasitism
2007SZ06Heryth;2007-06-24;Phyllocolpa erythropyga;Chrysocharis elongata;2;Number of parasited galls;50,23333333;8,966666667;parasitism
2007SZ06Heryth;2007-06-24;Salix aurita;Phyllocolpa erythropyga;82;Number of galls;50,23333333;8,966666667;parasitism
2007SZ07Hpruss;2007-06-19;Salix cinerea;Phyllocolpa prussica;67;Number of galls;54,3;10,21666667;parasitism
2007SZ08aHpruss;2007-06-24;Salix cinerea;Phyllocolpa prussica;65;Number of galls;50,23333333;8,966666667;parasitism
2007SZ08aHpruss;2007-06-24;Phyllocolpa prussica;Chrysocharis elongata;2;Number of parasited galls;50,23333333;8,966666667;parasitism
2007SZ08bHspecc;2007-06-24;Salix cinerea;Phyllocolpa ?spec.;17;Number of galls;50,23333333;8,966666667;parasitism
2007SZ09Hleuco;2007-06-24;Phyllocolpa leucosticta;Chrysocharis elongata;1;Number of parasited galls;50,23333333;8,966666667;parasitism
2007SZ09Hleuco;2007-06-24;Salix caprea;Phyllocolpa leucosticta;106;Number of galls;50,23333333;8,966666667;parasitism
2007SZ09Hleuco;2007-06-24;Phyllocolpa leucosticta;Adelognathus pusillus;3;Number of parasited galls;50,23333333;8,966666667;parasitism
2007SZ10Hpruss;2007-06-15;Salix cinerea;Phyllocolpa prussica;99;Number of galls;54,33333333;10,18333333;parasitism
2007SZ10Hpruss;2007-06-15;Phyllocolpa prussica;Chrysocharis elongata;4;Number of parasited galls;54,33333333;10,18333333;parasitism
2007SZ11Hanoma;2007-06-24;Salix caprea;Phyllocolpa anomaloptera;30;Number of galls;50,23333333;8,966666667;parasitism
2007SZ12Hangli;2007-06-15;Salix viminalis;Phyllocolpa anglica;10;Number of galls;54,33333333;10,18333333;parasitism
2007SZ13aHleuco;2007-06-30;Phyllocolpa leucosticta;Adelognathus pusillus;2;Number of parasited galls;47,78333333;9,05;parasitism
2007SZ13aHleuco;2007-06-30;Salix caprea;Phyllocolpa leucosticta;77;Number of galls;47,78333333;9,05;parasitism
2007SZ13bHleuco;2007-06-30;Salix caprea;Phyllocolpa leucosticta;2;Number of galls;47,78333333;9,05;parasitism
2007SZ14Hleuco;2007-06-30;Salix caprea;Phyllocolpa leucosticta;10;Number of galls;47,78333333;9,033333333;parasitism
2007SZ15Hpruss;2007-06-30;Salix cinerea;Phyllocolpa prussica;25;Number of galls;47,78333333;9,05;parasitism
2007SZ16Hleuca;2007-07-03;Salix cinerea;Phyllocolpa leucapsis;5;Number of galls;47,73333333;9;parasitism
2007SZ17Hspecc;2007-07-03;Salix cinerea;Phyllocolpa ?spec.;38;Number of galls;47,73333333;9,016666667;parasitism
2007SZ17Hspecc;2007-07-03;Phyllocolpa ?spec.;Chrysocharis elongata;1;Number of parasited galls;47,73333333;9,016666667;parasitism
2007SZ18Hoblit;2007-07-03;Salix alba;Phyllocolpa oblita;10;Number of galls;47,71666667;8,983333333;parasitism
2007SZ18Hoblit;2007-07-03;Phyllocolpa oblita;Chrysocharis elongata;2;Number of parasited galls;47,71666667;8,983333333;parasitism
2007SZ19aHspecc;2007-07-03;Salix cinerea;Phyllocolpa ?spec.;41;Number of galls;47,71666667;8,983333333;parasitism
2007SZ20Hpruss;2007-07-03;Phyllocolpa prussica;Adelognathus pusillus;1;Number of parasited galls;47,71666667;8,983333333;parasitism
2007SZ20Hpruss;2007-07-03;Salix cinerea;Phyllocolpa prussica;112;Number of galls;47,71666667;8,983333333;parasitism
2007SZ21Hanoma;2007-07-03;Salix caprea;Phyllocolpa anomaloptera;45;Number of galls;47,73333333;9,016666667;parasitism
2007SZ22Hleuca;2007-07-03;Salix cinerea;Phyllocolpa leucapsis;39;Number of galls;47,71666667;8,983333333;parasitism
2007SZ22Hleuca;2007-07-03;Phyllocolpa leucapsis;Chrysocharis elongata;1;Number of parasited galls;47,71666667;8,983333333;parasitism
2007SZ23aHpolit;2007-07-03;Salix purpurea;Phyllocolpa polita;66;Number of galls;47,71666667;8,983333333;parasitism
2007SZ23aHpolit;2007-07-03;Phyllocolpa polita;Chrysocharis elongata;1;Number of parasited galls;47,71666667;8,983333333;parasitism
2007SZ24aHpruss;2007-07-03;Phyllocolpa prussica;Saotis tricolor;1;Number of parasited galls;47,73333333;9;parasitism
2007SZ24aHpruss;2007-07-03;Salix cinerea;Phyllocolpa prussica;79;Number of galls;47,73333333;9;parasitism
2007SZ25aHleuco;2007-07-03;Phyllocolpa leucosticta;Adelognathus pusillus;5;Number of parasited galls;47,73333333;9,016666667;parasitism
2007SZ25aHleuco;2007-07-03;Salix caprea;Phyllocolpa leucosticta;104;Number of galls;47,73333333;9,016666667;parasitism
2007SZ26Hleuco;2007-07-04;Salix caprea;Phyllocolpa leucosticta;19;Number of galls;47,73333333;9,266666667;parasitism
2007SZ27Hpolit;2007-07-04;Salix purpurea;Phyllocolpa polita;28;Number of galls;47,73333333;9,266666667;parasitism
2007SZ28Hleuca;2007-07-04;Salix cinerea;Phyllocolpa leucapsis;89;Number of galls;47,73333333;9,266666667;parasitism
2007SZ28Hleuca;2007-07-04;Phyllocolpa leucapsis;Chrysocharis elongata;12;Number of parasited galls;47,73333333;9,266666667;parasitism
2007SZ29Hanoma;2007-07-04;Salix caprea;Phyllocolpa anomaloptera;107;Number of galls;47,73333333;9,266666667;parasitism
2007SZ30Hleuco;2007-07-04;Phyllocolpa leucosticta;Adelognathus pusillus;2;Number of parasited galls;47,71666667;9,25;parasitism
2007SZ30Hleuco;2007-07-04;Salix caprea;Phyllocolpa leucosticta;67;Number of galls;47,71666667;9,25;parasitism
2007SZ31Hpruss;2007-07-04;Salix cinerea;Phyllocolpa prussica;31;Number of galls;47,73333333;9,266666667;parasitism
2007SZ31Hpruss;2007-07-04;Phyllocolpa prussica;Chrysocharis elongata;3;Number of parasited galls;47,73333333;9,266666667;parasitism
2007SZ32Hleuco;2007-07-05;Salix caprea;Phyllocolpa leucosticta;90;Number of galls;47,85;8,883333333;parasitism
2007SZ32Hleuco;2007-07-05;Phyllocolpa leucosticta;Adelognathus pusillus;3;Number of parasited galls;47,85;8,883333333;parasitism
2007SZ33Hanoma;2007-07-05;Salix caprea;Phyllocolpa anomaloptera;28;Number of galls;47,85;8,883333333;parasitism
2007SZ34Hleuco;2007-07-06;Salix caprea;Phyllocolpa leucosticta;24;Number of galls;47,9;9,733333333;parasitism
2007SZ35Hanoma;2007-07-06;Salix caprea;Phyllocolpa anomaloptera;123;Number of galls;47,9;9,733333333;parasitism
2007SZ36aHoblit;2007-07-30;Salix alba;Phyllocolpa oblita;42;Number of galls;47,35;10,81666667;parasitism
2007SZ37Hcarin;2007-07-31;Phyllocolpa carinifrons;Chrysocharis elongata;28;Number of parasited galls;46,86666667;10,91666667;parasitism
2007SZ37Hcarin;2007-07-31;Salix pentandra;Phyllocolpa carinifrons;145;Number of galls;46,86666667;10,91666667;parasitism
2007SZ38Hspira;2007-07-31;Phyllocolpa spirappendiculata;Adelognathus pusillus;2;Number of parasited galls;46,86666667;10,91666667;parasitism
2007SZ38Hspira;2007-07-31;Phyllocolpa spirappendiculata;Chrysocharis elongata;2;Number of parasited galls;46,86666667;10,91666667;parasitism
2007SZ38Hspira;2007-07-31;Salix appendiculata;Phyllocolpa spirappendiculata;27;Number of galls;46,86666667;10,91666667;parasitism
2007SZ39Hplicg;2007-07-31;Salix glaucosericea;Phyllocolpa plicaglauca;73;Number of galls;46,86666667;10,91666667;parasitism
2007SZ39Hplicg;2007-07-31;Phyllocolpa plicaglauca;Chrysocharis elongata;26;Number of parasited galls;46,86666667;10,91666667;parasitism
2007SZ40Htuber;2007-07-31;Salix hastata;Phyllocolpa tuberculata;4;Number of galls;46,86666667;10,91666667;parasitism
2007SZ41Hpscho;2007-08-01;Salix appendiculata;Phyllocolpa pschornwalcheri;65;Number of galls;46,95;11,03333333;parasitism
2007SZ42Hspira;2007-08-01;Phyllocolpa spirappendiculata;Chrysocharis elongata;2;Number of parasited galls;46,93333333;11,01666667;parasitism
2007SZ42Hspira;2007-08-01;Salix appendiculata;Phyllocolpa spirappendiculata;28;Number of galls;46,93333333;11,01666667;parasitism
2007SZ43Hpscho;2007-08-01;Salix appendiculata;Phyllocolpa pschornwalcheri;1;Number of galls;46,93333333;11,01666667;parasitism
2007SZ44Hspira;2007-08-01;Salix appendiculata;Phyllocolpa spirappendiculata;57;Number of galls;46,95;11,03333333;parasitism
2007SZ44Hspira;2007-08-01;Phyllocolpa spirappendiculata;Chrysocharis elongata;1;Number of parasited galls;46,95;11,03333333;parasitism
2007SZ45Hspira;2007-08-02;Phyllocolpa spirappendiculata;Adelognathus pusillus;1;Number of parasited galls;47,05;11,03333333;parasitism
2007SZ45Hspira;2007-08-02;Salix appendiculata;Phyllocolpa spirappendiculata;8;Number of galls;47,05;11,03333333;parasitism
2007SZ46Hspira;2007-08-02;Phyllocolpa spirappendiculata;Chrysocharis elongata;15;Number of parasited galls;47,05;11,03333333;parasitism
2007SZ46Hspira;2007-08-02;Salix appendiculata;Phyllocolpa spirappendiculata;68;Number of galls;47,05;11,03333333;parasitism
2007SZ47Hplicg;2007-08-02;Salix glaucosericea;Phyllocolpa plicaglauca;40;Number of galls;46,88333333;11,03333333;parasitism
2007SZ47Hplicg;2007-08-02;Phyllocolpa plicaglauca;Chrysocharis elongata;7;Number of parasited galls;46,88333333;11,03333333;parasitism
2007SZ47Hplicg;2007-08-02;Phyllocolpa plicaglauca;Saotis tricolor;2;Number of parasited galls;46,88333333;11,03333333;parasitism
200801A-YOproxi;2008-06-30;Pontania proxima;Pteromalus dolichurus;9;Number of parasited galls;54,3;10,21666667;parasitism
200801A-YOproxi;2008-06-30;Pontania proxima;Curculio crux;18;Number of parasited galls;54,3;10,21666667;commensalism
200801A-YOproxi;2008-06-30;Salix fragilis;Pontania proxima;51;Number of galls;54,3;10,21666667;parasitism
200802A-WOproxi;2008-07-20;Pontania proxima;Scambus vesicarius;3;Number of parasited galls;50,23333333;8,966666667;parasitism
200802A-WOproxi;2008-07-20;Salix fragilis;Pontania proxima;68;Number of galls;50,23333333;8,966666667;parasitism
200802A-WOproxi;2008-07-20;Pontania proxima;Pteromalus dolichurus;7;Number of parasited galls;50,23333333;8,966666667;parasitism
200802A-WOproxi;2008-07-20;Pontania proxima;Braconidae indet.;5;Number of parasited galls;50,23333333;8,966666667;parasitism
200802A-WOproxi;2008-07-20;Pontania proxima;Curculio crux;27;Number of parasited galls;50,23333333;8,966666667;commensalism
200803A-OObridg;2008-08-09;Salix caprea;Pontania bridgmanii;61;Number of galls;62,66666667;11,75;parasitism
200803A-OObridg;2008-08-09;Pontania bridgmanii;Ichneutes sp.;3;Number of parasited galls;62,66666667;11,75;parasitism
200803A-OObridg;2008-08-09;Pontania bridgmanii;Scambus vesicarius;6;Number of parasited galls;62,66666667;11,75;parasitism
200803A-OObridg;2008-08-09;Pontania bridgmanii;Pteromalus dolichurus;37;Number of parasited galls;62,66666667;11,75;parasitism
200803A-OObridg;2008-08-09;Pontania bridgmanii;Lathrostizus/Olesicampe sp.;4;Number of parasited galls;62,66666667;11,75;parasitism
200803Q-V1Ovaria;2008-08-15;Pontania varia;Pteromalus dolichurus;25;Number of parasited galls;61,48333333;7,566666667;parasitism
200803Q-V1Ovaria;2008-08-15;Salix myrsinifolia;Pontania varia;92;Number of galls;61,48333333;7,566666667;parasitism
200803Q-V1Ovaria;2008-08-15;Pontania varia;Saotis granulator;4;Number of parasited galls;61,48333333;7,566666667;parasitism
200804A-WOpustu;2008-08-18;Salix phylicifolia;Pontania pustulator;46;Number of galls;60,36666667;5,983333333;parasitism
200804A-WOpustu;2008-08-18;Pontania pustulator;Scambus vesicarius;5;Number of parasited galls;60,36666667;5,983333333;parasitism
200804A-WOpustu;2008-08-18;Pontania pustulator;Chalcidoidea indet.;1;Number of parasited galls;60,36666667;5,983333333;parasitism
200804A1-R1Ohasta;2008-08-09;Pontania hastatae;Scambus vesicarius;1;Number of parasited galls;62,66666667;11,75;parasitism
200804A1-R1Ohasta;2008-08-09;Pontania hastatae;Pteromalus dolichurus;9;Number of parasited galls;62,66666667;11,75;parasitism
200804A1-R1Ohasta;2008-08-09;Pontania hastatae;Eurytoma aciculata;23;Number of parasited galls;62,66666667;11,75;commensalism
200804A1-R1Ohasta;2008-08-09;Salix hastata;Pontania hastatae;55;Number of galls;62,66666667;11,75;parasitism
200805A-PEmyrsi;2008-08-16;Salix myrsinifolia;Euura myrsinifoliae;47;Number of galls;61,66666667;7,233333333;parasitism
200805A-PEmyrsi;2008-08-16;Euura myrsinifoliae;Eurytoma salicis;4;Number of parasited galls;61,66666667;7,233333333;parasitism
200805A-PEmyrsi;2008-08-16;Euura myrsinifoliae;Chalcidoidea indet.;4;Number of parasited galls;61,66666667;7,233333333;parasitism
200805K1-T1Olappo;2008-08-17;Salix lapponum;Pontania lapponica;20;Number of galls;60,91666667;6,433333333;parasitism
200805R-I1Evenus;2008-08-13;Euura venusta;Chalcidoidea indet.;9;Number of parasited galls;62,53333333;9,616666667;parasitism
200805R-I1Evenus;2008-08-13;Salix caprea;Euura venusta;56;Number of galls;62,53333333;9,616666667;parasitism
200806A-WElappc;2008-08-15;Salix lapponum;Euura lapponica;91;Number of galls;61,55;7,983333333;parasitism
200806A-WElappc;2008-08-15;Euura lapponica;Chalcidoidea indet.;21;Number of parasited galls;61,55;7,983333333;parasitism
200806A-WElappc;2008-08-15;Euura lapponica;Pteromalus dolichurus;5;Number of parasited galls;61,55;7,983333333;parasitism
200806A-WElappc;2008-08-15;Euura lapponica;Scambus vesicarius;1;Number of parasited galls;61,55;7,983333333;parasitism
200815A-16KEweiff;2008-11-30;Salix repens;Euura weiffenbachii;118;Number of galls;54,26666667;8,666666667;parasitism
200815A-16KEweiff;2008-11-30;Euura weiffenbachii;Pteromalus cyniphidis;6;Number of parasited galls;54,26666667;8,666666667;parasitism
200815A-16KEweiff;2008-11-30;Euura weiffenbachii;Scambus vesicarius;12;Number of parasited galls;54,26666667;8,666666667;parasitism
200815A-16KEweiff;2008-11-30;Euura weiffenbachii;Eurytoma salicis;39;Number of parasited galls;54,26666667;8,666666667;parasitism
200815A-16KEweiff;2008-11-30;Euura weiffenbachii;Bracon sp.;3;Number of parasited galls;54,26666667;8,666666667;parasitism
200816M-VEweiff;2008-11-25;Euura weiffenbachii;Scambus vesicarius;3;Number of parasited galls;55,81666667;8,2;parasitism
200816M-VEweiff;2008-11-25;Euura weiffenbachii;Torymus sp.;1;Number of parasited galls;55,81666667;8,2;parasitism
200816M-VEweiff;2008-11-25;Salix repens;Euura weiffenbachii;20;Number of galls;55,81666667;8,2;parasitism
200816M-VEweiff;2008-11-25;Euura weiffenbachii;Eurytoma salicis;6;Number of parasited galls;55,81666667;8,2;parasitism
2008SZ01Hpruss;2008-06-30;Salix cinerea;Phyllocolpa prussica;40;Number of galls;54,3;10,21666667;parasitism
2008SZ02Hleuca;2008-06-30;Salix cinerea;Phyllocolpa leucapsis;7;Number of galls;54,3;10,21666667;parasitism
2008SZ03Hanoma;2008-06-30;Salix caprea;Phyllocolpa anomaloptera;52;Number of galls;54,3;10,21666667;parasitism
2008SZ04Hleuco;2008-06-30;Salix caprea;Phyllocolpa leucosticta;14;Number of galls;54,3;10,21666667;parasitism
2008SZ05Hpruss;2008-07-12;Salix cinerea;Phyllocolpa prussica;65;Number of galls;50,23333333;8,966666667;parasitism
2008SZ05Hpruss;2008-07-12;Phyllocolpa prussica;Chrysocharis elongata;2;Number of parasited galls;50,23333333;8,966666667;parasitism
2008SZ05Hpruss;2008-07-12;Phyllocolpa prussica;Adelognathus pusillus;3;Number of parasited galls;50,23333333;8,966666667;parasitism
2008SZ06aHleuca;2008-07-12;Phyllocolpa leucapsis;Chrysocharis elongata;2;Number of parasited galls;50,23333333;8,966666667;parasitism
2008SZ06aHleuca;2008-07-12;Salix cinerea;Phyllocolpa leucapsis;63;Number of galls;50,23333333;8,966666667;parasitism
2008SZ07Halien;2008-07-12;Salix aurita;Phyllocolpa alienata;41;Number of galls;50,23333333;8,966666667;parasitism
