REARING_NUMBER;date;sp_taxon_1;sp_taxon_2;value;attr;lat;lon;type
199406G1-7DOvaria;1994-08-08;Pontania varia;Eurytoma aciculata;16;Number of parasited galls;47,23333333;13,51666667;commensalism
199406G1-7DOvaria;1994-08-08;Pontania varia;Eulonchetron torymoides;16;Number of parasited galls;47,23333333;13,51666667;parasitism
199407F-8WEmyrsi;1994-08-08;Salix mielichhoferi;Euura myrsinifoliae;398;Number of galls;47,23333333;13,51666667;parasitism
199407F-8WEmyrsi;1994-08-08;Euura myrsinifoliae;Pteromalus dolichurus;2;Number of parasited galls;47,23333333;13,51666667;parasitism
199408A1-9IHischn;1994-08-09;Salix mielichhoferi;Phyllocolpa ischnocera;302;Number of galls;47,23333333;13,51666667;parasitism
199408A1-9IHischn;1994-08-09;Phyllocolpa ischnocera;Adelognathus pusillus;3;Number of parasited galls;47,23333333;13,51666667;parasitism
199408A1-9IHischn;1994-08-09;Phyllocolpa ischnocera;Chrysocharis elongata;12;Number of parasited galls;47,23333333;13,51666667;parasitism
199409A1-10E1Onigri;1994-08-09;Pontania nigricantis;Colastes laevis;23;Number of parasited galls;47,23333333;13,51666667;parasitism
199409A1-10E1Onigri;1994-08-09;Pontania nigricantis;Eurytoma aciculata;1;Number of parasited galls;47,23333333;13,51666667;commensalism
199409A1-10E1Onigri;1994-08-09;Pontania nigricantis;Scambus vesicarius;24;Number of parasited galls;47,23333333;13,51666667;parasitism
199409A1-10E1Onigri;1994-08-09;Pontania nigricantis;Pteromalus dolichurus;36;Number of parasited galls;47,23333333;13,51666667;parasitism
199409A1-10E1Onigri;1994-08-09;Salix mielichhoferi;Pontania nigricantis;211;Number of galls;47,23333333;13,51666667;parasitism
199409A1-10E1Onigri;1994-08-09;Pontania nigricantis;Chalcidoidea indet.;17;Number of parasited galls;47,23333333;13,51666667;parasitism
199409K-XOvaria;1994-08-09;Salix mielichhoferi;Pontania varia;56;Number of galls;47,23333333;13,51666667;parasitism
199409K-XOvaria;1994-08-09;Pontania varia;Chalcidoidea indet.;11;Number of parasited galls;47,23333333;13,51666667;parasitism
199409K-XOvaria;1994-08-09;Pontania varia;Eulonchetron torymoides;12;Number of parasited galls;47,23333333;13,51666667;parasitism
199409K-XOvaria;1994-08-09;Pontania varia;Pteromalus dolichurus;4;Number of parasited galls;47,23333333;13,51666667;parasitism
199409K-XOvaria;1994-08-09;Pontania varia;Eurytoma aciculata;5;Number of parasited galls;47,23333333;13,51666667;commensalism
199410K1-V1Ehasta;1994-08-09;Euura hastatae;Chalcidoidea indet.;1;Number of parasited galls;47,23333333;13,51666667;parasitism
199410K1-V1Ehasta;1994-08-09;Salix hastata;Euura hastatae;74;Number of galls;47,23333333;13,51666667;parasitism
199411A-H1Egemmf;1994-08-09;Salix waldsteiniana;Euura gemmafoetidae;204;Number of galls;47,23333333;13,51666667;parasitism
199411J1-12EOfoeti;1994-08-09;Pontania foetidae;Eurytoma aciculata;1;Number of parasited galls;47,23333333;13,51666667;commensalism
199411J1-12EOfoeti;1994-08-09;Pontania foetidae;Chalcidoidea indet.;4;Number of parasited galls;47,23333333;13,51666667;parasitism
199411J1-12EOfoeti;1994-08-09;Pontania foetidae;Pteromalus dolichurus;3;Number of parasited galls;47,23333333;13,51666667;parasitism
199411J1-12EOfoeti;1994-08-09;Pontania foetidae;Scambus vesicarius;1;Number of parasited galls;47,23333333;13,51666667;parasitism
199411J1-12EOfoeti;1994-08-09;Salix waldsteiniana;Pontania foetidae;72;Number of galls;47,23333333;13,51666667;parasitism
199411J1-12EOfoeti;1994-08-09;Pontania foetidae;Eulonchetron torymoides;3;Number of parasited galls;47,23333333;13,51666667;parasitism
199412A1-G1Hspira;1994-08-10;Salix appendiculata;Phyllocolpa spirappendiculata;60;Number of galls;47,25;13,53333333;parasitism
199412A1-G1Hspira;1994-08-10;Phyllocolpa spirappendiculata;Chrysocharis elongata;16;Number of parasited galls;47,25;13,53333333;parasitism
199412A1-G1Hspira;1994-08-10;Phyllocolpa spirappendiculata;Adelognathus sp.;2;Number of parasited galls;47,25;13,53333333;parasitism
199412G-JOobscu;1994-08-09;Salix waldsteiniana;Pontania obscura;15;Number of galls;47,23333333;13,51666667;parasitism
199412G-JOobscu;1994-08-09;Pontania obscura;Pteromalus dolichurus;1;Number of parasited galls;47,23333333;13,51666667;parasitism
199412G-JOobscu;1994-08-09;Pontania obscura;Chalcidoidea indet.;5;Number of parasited galls;47,23333333;13,51666667;parasitism
199412G-JOobscu;1994-08-09;Pontania obscura;Braconidae indet.;1;Number of parasited galls;47,23333333;13,51666667;parasitism
199412I1-R1Ofoeti;1994-08-10;Salix waldsteiniana;Pontania foetidae;41;Number of galls;47,25;13,53333333;parasitism
199412I1-R1Ofoeti;1994-08-10;Pontania foetidae;Eurytoma aciculata;1;Number of parasited galls;47,25;13,53333333;commensalism
199412I1-R1Ofoeti;1994-08-10;Pontania foetidae;Chalcidoidea indet.;11;Number of parasited galls;47,25;13,53333333;parasitism
199412I1-R1Ofoeti;1994-08-10;Pontania foetidae;Pteromalus dolichurus;8;Number of parasited galls;47,25;13,53333333;parasitism
199412I1-R1Ofoeti;1994-08-10;Pontania foetidae;Scambus vesicarius;1;Number of parasited galls;47,25;13,53333333;parasitism
199412I1-R1Ofoeti;1994-08-10;Pontania foetidae;Eulonchetron torymoides;6;Number of parasited galls;47,25;13,53333333;parasitism
199412L-XEmyrsi;1994-08-09;Euura myrsinifoliae;Pteromalus dolichurus;1;Number of parasited galls;47,16666667;13,83333333;parasitism
199412L-XEmyrsi;1994-08-09;Euura myrsinifoliae;Colastes ?incertus;1;Number of parasited galls;47,16666667;13,83333333;parasitism
199412L-XEmyrsi;1994-08-09;Salix myrsinifolia;Euura myrsinifoliae;79;Number of galls;47,16666667;13,83333333;parasitism
199412L-XEmyrsi;1994-08-09;Euura myrsinifoliae;Ichneumonidae indet.;1;Number of parasited galls;47,16666667;13,83333333;parasitism
199412T1-V1Oobscu;1994-08-10;Salix waldsteiniana;Pontania obscura;15;Number of galls;47,25;13,53333333;parasitism
199412T1-V1Oobscu;1994-08-10;Pontania obscura;Hydriomena ruberata;1;Number of parasited galls;47,25;13,53333333;commensalism
199412T1-V1Oobscu;1994-08-10;Pontania obscura;Braconidae indet.;1;Number of parasited galls;47,25;13,53333333;parasitism
199412T1-V1Oobscu;1994-08-10;Pontania obscura;Scambus vesicarius;3;Number of parasited galls;47,25;13,53333333;parasitism
199412T1-V1Oobscu;1994-08-10;Pontania obscura;Ichneumonidae indet.;1;Number of parasited galls;47,25;13,53333333;parasitism
199413A-M1Omonti;1994-08-10;Salix waldsteiniana;Pontania montivaga;157;Number of galls;47,25;13,53333333;parasitism
199413A-M1Omonti;1994-08-10;Pontania montivaga;Chalcidoidea indet.;27;Number of parasited galls;47,25;13,53333333;parasitism
199413A-M1Omonti;1994-08-10;Pontania montivaga;Eurytoma aciculata;1;Number of parasited galls;47,25;13,53333333;commensalism
199413A-M1Omonti;1994-08-10;Pontania montivaga;Hydriomena ruberata;1;Number of parasited galls;47,25;13,53333333;commensalism
199413A-M1Omonti;1994-08-10;Pontania montivaga;Pteromalus dolichurus;4;Number of parasited galls;47,25;13,53333333;parasitism
199413A-M1Omonti;1994-08-10;Pontania montivaga;Eulonchetron torymoides;11;Number of parasited galls;47,25;13,53333333;parasitism
199413A-M1Omonti;1994-08-10;Pontania montivaga;Ichneumonidae indet.;4;Number of parasited galls;47,25;13,53333333;parasitism
199413A-M1Omonti;1994-08-10;Pontania montivaga;Scambus vesicarius;3;Number of parasited galls;47,25;13,53333333;parasitism
199413O1-V1Egemmf;1994-08-10;Euura gemmafoetidae;Chalcidoidea indet.;1;Number of parasited galls;47,25;13,53333333;parasitism
199413O1-V1Egemmf;1994-08-10;Euura gemmafoetidae;Ichneumonidae indet.;1;Number of parasited galls;47,25;13,53333333;parasitism
199413O1-V1Egemmf;1994-08-10;Salix waldsteiniana;Euura gemmafoetidae;59;Number of galls;47,25;13,53333333;parasitism
199414A-BHplicd;1994-08-11;Phyllocolpa plicadaphnoides;Chrysocharis elongata;8;Number of parasited galls;47,1;13,58333333;parasitism
199414A-BHplicd;1994-08-11;Salix daphnoides;Phyllocolpa plicadaphnoides;37;Number of galls;47,1;13,58333333;parasitism
199414D-REdaphn;1994-08-11;Salix daphnoides;Euura daphnoidica;89;Number of galls;47,1;13,58333333;parasitism
199414D-REdaphn;1994-08-11;Euura daphnoidica;Eurytoma aciculata;2;Number of parasited galls;47,1;13,58333333;commensalism
199414D1-15ZOproxi;1994-08-11;Salix fragilis;Pontania proxima;198;Number of galls;47,1;13,58333333;parasitism
199414D1-15ZOproxi;1994-08-11;Pontania proxima;Lathrostizus lugens;39;Number of parasited galls;47,1;13,58333333;parasitism
199414D1-15ZOproxi;1994-08-11;Pontania proxima;Chalcidoidea indet.;14;Number of parasited galls;47,1;13,58333333;parasitism
199414T-B1Oadaph;1994-08-11;Salix daphnoides;Pontania acutifoliae daphnoides;35;Number of galls;47,1;13,58333333;parasitism
199414T-B1Oadaph;1994-08-11;Pontania acutifoliae daphnoides;Eurytoma aciculata;15;Number of parasited galls;47,1;13,58333333;commensalism
199414T-B1Oadaph;1994-08-11;Pontania acutifoliae daphnoides;Pteromalus dolichurus;1;Number of parasited galls;47,1;13,58333333;parasitism
199414T-B1Oadaph;1994-08-11;Pontania acutifoliae daphnoides;Chalcidoidea indet.;8;Number of parasited galls;47,1;13,58333333;parasitism
199414T-B1Oadaph;1994-08-11;Pontania acutifoliae daphnoides;Pteromalus cyniphidis;1;Number of parasited galls;47,1;13,58333333;parasitism
199414T-B1Oadaph;1994-08-11;Pontania acutifoliae daphnoides;Eulonchetron torymoides;7;Number of parasited galls;47,1;13,58333333;parasitism
199415A1-16MOvesic;1994-08-11;Pontania vesicator;Eurytoma aciculata;15;Number of parasited galls;47,08333333;13,48333333;commensalism
199415A1-16MOvesic;1994-08-11;Pontania vesicator;Chalcidoidea indet.;46;Number of parasited galls;47,08333333;13,48333333;parasitism
199415A1-16MOvesic;1994-08-11;Pontania vesicator;Bracon pulcher;5;Number of parasited galls;47,08333333;13,48333333;parasitism
199415A1-16MOvesic;1994-08-11;Pontania vesicator;Bracon lividus;1;Number of parasited galls;47,08333333;13,48333333;parasitism
199415A1-16MOvesic;1994-08-11;Pontania vesicator;Scambus vesicarius;5;Number of parasited galls;47,08333333;13,48333333;parasitism
199415A1-16MOvesic;1994-08-11;Salix purpurea;Pontania vesicator;140;Number of galls;47,08333333;13,48333333;parasitism
199415A1-16MOvesic;1994-08-11;Pontania vesicator;Pteromalus dolichurus;4;Number of parasited galls;47,08333333;13,48333333;parasitism
199415A1-16MOvesic;1994-08-11;Pontania vesicator;Bracon epitriptus;2;Number of parasited galls;47,08333333;13,48333333;parasitism
199415A1-16MOvesic;1994-08-11;Pontania vesicator;Pteromalus pontaniae;1;Number of parasited galls;47,08333333;13,48333333;parasitism
199416A1-V1Hpolit;1994-08-11;Phyllocolpa polita;Chrysocharis elongata;14;Number of parasited galls;47,08333333;13,48333333;parasitism
199416A1-V1Hpolit;1994-08-11;Salix purpurea;Phyllocolpa polita;232;Number of galls;47,08333333;13,48333333;parasitism
199416O-VOvimin;1994-08-11;Salix purpurea;Pontania viminalis;32;Number of galls;47,08333333;13,48333333;parasitism
199416O-VOvimin;1994-08-11;Pontania viminalis;Eurytoma aciculata;5;Number of parasited galls;47,08333333;13,48333333;commensalism
199416O-VOvimin;1994-08-11;Pontania viminalis;Chalcidoidea indet.;14;Number of parasited galls;47,08333333;13,48333333;parasitism
199416O-VOvimin;1994-08-11;Pontania viminalis;Eulonchetron torymoides;4;Number of parasited galls;47,08333333;13,48333333;parasitism
199417A-HHplicd;1994-08-12;Phyllocolpa plicadaphnoides;Chrysocharis elongata;19;Number of parasited galls;47,18333333;13,58333333;parasitism
199417A-HHplicd;1994-08-12;Salix daphnoides;Phyllocolpa plicadaphnoides;81;Number of galls;47,18333333;13,58333333;parasitism
199417A1-E1Okriec;1994-08-12;Pontania kriechbaumeri;Chalcidoidea indet.;5;Number of parasited galls;47,18333333;13,58333333;parasitism
199417A1-E1Okriec;1994-08-12;Pontania kriechbaumeri;Eulonchetron torymoides;7;Number of parasited galls;47,18333333;13,58333333;parasitism
199417A1-E1Okriec;1994-08-12;Pontania kriechbaumeri;Eurytoma aciculata;3;Number of parasited galls;47,18333333;13,58333333;commensalism
199417A1-E1Okriec;1994-08-12;Pontania kriechbaumeri;Braconidae indet.;1;Number of parasited galls;47,18333333;13,58333333;parasitism
199417A1-E1Okriec;1994-08-12;Pontania kriechbaumeri;Hydriomena ruberata;1;Number of parasited galls;47,18333333;13,58333333;commensalism
199417A1-E1Okriec;1994-08-12;Salix elaeagnos;Pontania kriechbaumeri;20;Number of galls;47,18333333;13,58333333;parasitism
199417I1-Q1Obridg;1994-08-09;Salix appendiculata;Pontania bridgmanii;21;Number of galls;47,23333333;13,51666667;parasitism
199417I1-Q1Obridg;1994-08-09;Pontania bridgmanii;Shawiana lapponica;5;Number of parasited galls;47,23333333;13,51666667;parasitism
199417I1-Q1Obridg;1994-08-09;Pontania bridgmanii;Chalcidoidea indet.;4;Number of parasited galls;47,23333333;13,51666667;parasitism
199417J-WOadaph;1994-08-12;Salix daphnoides;Pontania acutifoliae daphnoides;54;Number of galls;47,18333333;13,58333333;parasitism
199417J-WOadaph;1994-08-12;Pontania acutifoliae daphnoides;Chalcidoidea indet.;8;Number of parasited galls;47,18333333;13,58333333;parasitism
199417J-WOadaph;1994-08-12;Pontania acutifoliae daphnoides;Eurytoma aciculata;15;Number of parasited galls;47,18333333;13,58333333;commensalism
199417J-WOadaph;1994-08-12;Pontania acutifoliae daphnoides;Ichneutes lapponicus;2;Number of parasited galls;47,18333333;13,58333333;parasitism
199418A-I1Eelaea;1994-08-12;Salix elaeagnos;Euura elaeagnos;104;Number of galls;47,18333333;13,58333333;parasitism
199418A-I1Eelaea;1994-08-12;Euura elaeagnos;Lathrostizus alpicola;8;Number of parasited galls;47,18333333;13,58333333;parasitism
199418K1-19YEelaea;1994-08-11;Salix elaeagnos;Euura elaeagnos;123;Number of galls;47,1;13,46666667;parasitism
199418K1-19YEelaea;1994-08-11;Euura elaeagnos;Curculio crux;1;Number of parasited galls;47,1;13,46666667;commensalism
199418K1-19YEelaea;1994-08-11;Euura elaeagnos;Anaprostocetus acuminatus;1;Number of parasited galls;47,1;13,46666667;parasitism
199420A-KEpurpu;1994-09-11;Salix purpurea;Euura purpureae;42;Number of galls;46,53333333;8,333333333;parasitism
199420A-KEpurpu;1994-09-11;Euura purpureae;Ichneumonidae indet.;1;Number of parasited galls;46,53333333;8,333333333;parasitism
199420A-KEpurpu;1994-09-11;Euura purpureae;Eurytoma nobbei;4;Number of parasited galls;46,53333333;8,333333333;parasitism
199420A1-U1Ovimin;1994-09-11;Salix purpurea;Pontania viminalis;84;Number of galls;46,55;8,35;parasitism
199420A1-U1Ovimin;1994-09-11;Pontania viminalis;Hydriomena ruberata;1;Number of parasited galls;46,55;8,35;commensalism
199420A1-U1Ovimin;1994-09-11;Pontania viminalis;Pteromalus dolichurus;2;Number of parasited galls;46,55;8,35;parasitism
199420A1-U1Ovimin;1994-09-11;Pontania viminalis;Eulonchetron torymoides;2;Number of parasited galls;46,55;8,35;parasitism
199420A1-U1Ovimin;1994-09-11;Pontania viminalis;Ichneutes lapponicus;4;Number of parasited galls;46,55;8,35;parasitism
199420A1-U1Ovimin;1994-09-11;Pontania viminalis;Eurytoma aciculata;23;Number of parasited galls;46,55;8,35;commensalism
199420A1-U1Ovimin;1994-09-11;Pontania viminalis;Chalcidoidea indet.;7;Number of parasited galls;46,55;8,35;parasitism
199420M-ZOvesic;1994-09-11;Pontania vesicator;Scambus vesicarius;12;Number of parasited galls;46,53333333;8,333333333;parasitism
199420M-ZOvesic;1994-09-11;Pontania vesicator;Eulonchetron torymoides;3;Number of parasited galls;46,53333333;8,333333333;parasitism
199420M-ZOvesic;1994-09-11;Salix purpurea;Pontania vesicator;44;Number of galls;46,53333333;8,333333333;parasitism
199421A-O1Ovesic;1994-09-11;Salix purpurea;Pontania vesicator;123;Number of galls;46,55;8,35;parasitism
199421A-O1Ovesic;1994-09-11;Pontania vesicator;Scambus vesicarius;11;Number of parasited galls;46,55;8,35;parasitism
199421A-O1Ovesic;1994-09-11;Pontania vesicator;Chalcidoidea indet.;6;Number of parasited galls;46,55;8,35;parasitism
199421A-O1Ovesic;1994-09-11;Pontania vesicator;Pteromalus pontaniae;6;Number of parasited galls;46,55;8,35;parasitism
199421Q1-R1Egemmh;1994-09-11;Salix helvetica;Euura gemmahelveticae;9;Number of galls;46,55;8,35;parasitism
199422A-23C1Egemmh;1994-09-11;Salix helvetica;Euura gemmahelveticae;458;Number of galls;46,56666667;8,316666667;parasitism
199422A-23C1Egemmh;1994-09-11;Euura gemmahelveticae;Bracon romani;1;Number of parasited galls;46,56666667;8,316666667;parasitism
199422A-23C1Egemmh;1994-09-11;Euura gemmahelveticae;Pteromalus euurae;30;Number of parasited galls;46,56666667;8,316666667;parasitism
199422A-23C1Egemmh;1994-09-11;Euura gemmahelveticae;Chalcidoidea indet.;25;Number of parasited galls;46,56666667;8,316666667;parasitism
199423E1-H1Omacul;1994-09-11;Pontania maculosa;Ichneumonidae indet.;1;Number of parasited galls;46,56666667;8,316666667;parasitism
199423E1-H1Omacul;1994-09-11;Pontania maculosa;Chalcidoidea indet.;9;Number of parasited galls;46,56666667;8,316666667;parasitism
199423E1-H1Omacul;1994-09-11;Salix helvetica;Pontania maculosa;17;Number of galls;46,56666667;8,316666667;parasitism
199423E1-H1Omacul;1994-09-11;Pontania maculosa;Shawiana lapponica;2;Number of parasited galls;46,56666667;8,316666667;parasitism
199423J1-S1Eboreo;1994-09-11;Salix glaucosericea;Euura boreoalpina;56;Number of galls;46,56666667;8,316666667;parasitism
199423J1-S1Eboreo;1994-09-11;Euura boreoalpina;Chalcidoidea indet.;6;Number of parasited galls;46,56666667;8,316666667;parasitism
199423J1-S1Eboreo;1994-09-11;Euura boreoalpina;Pteromalus euurae;1;Number of parasited galls;46,56666667;8,316666667;parasitism
199424A-POnival;1994-09-11;Salix glaucosericea;Pontania nivalis;60;Number of galls;46,56666667;8,316666667;parasitism
199424A-POnival;1994-09-11;Pontania nivalis;Bracon romani;2;Number of parasited galls;46,56666667;8,316666667;parasitism
199424A-POnival;1994-09-11;Pontania nivalis;Scambus vesicarius;10;Number of parasited galls;46,56666667;8,316666667;parasitism
199424A-POnival;1994-09-11;Pontania nivalis;Ichneutes lapponicus;7;Number of parasited galls;46,56666667;8,316666667;parasitism
199424A-POnival;1994-09-11;Pontania nivalis;Chalcidoidea indet.;11;Number of parasited galls;46,56666667;8,316666667;parasitism
199424A1-F1Ohasta;1994-09-11;Pontania hastatae;Bracon romani;1;Number of parasited galls;46,56666667;8,316666667;parasitism
199424A1-F1Ohasta;1994-09-11;Salix hastata;Pontania hastatae;24;Number of galls;46,56666667;8,316666667;parasitism
199424A1-F1Ohasta;1994-09-11;Pontania hastatae;Chalcidoidea indet.;1;Number of parasited galls;46,56666667;8,316666667;parasitism
199424H1-O1Ovaria;1994-09-12;Salix myrsinifolia;Pontania varia;24;Number of galls;46,05;7,95;parasitism
199424H1-O1Ovaria;1994-09-12;Pontania varia;Chalcidoidea indet.;3;Number of parasited galls;46,05;7,95;parasitism
