"description";"REARING_NUMBER";"lat";"lon";"name";"number";"date"
"1996-08-02, Germany, Hessen, Limeshain, Rommelhausen";"1996SZ16Halien";50,2333333333;8,9666666667;"Kolpelke 242";242;1996-08-02
"1996-08-02, Germany, Hessen, Limeshain, Rommelhausen";"1996SZ17Heryth";50,2333333333;8,9666666667;"Kolpelke 242";242;1996-08-02
"1996-08-16, Germany, Schleswig-Holstein, Kiel, Dietrichsdorf";"199602AEsubge";54,3333333333;10,1833333333;"Kolpelke 228";228;1996-08-16
"1996-08-16, Germany, Schleswig-Holstein, Kiel, Dietrichsdorf";"199602I-LOpedun";54,3333333333;10,1833333333;"Kolpelke 228";228;1996-08-16
"1996-08-16, Germany, Schleswig-Holstein, Preetz, Postsee";"199602C-GOproxi";54,2166666667;10,2333333333;"Kolpelke 229";229;1996-08-16
"1996-08-16, Germany, Schleswig-Holstein, Preetz, Postsee";"199602N-G1Etesta";54,2166666667;10,2333333333;"Kolpelke 229";229;1996-08-16
"1996-08-17, Germany, Schleswig-Holstein, St. Peter-Ording";"199601Q-A1Ocolla";54,2666666667;8,6666666667;"Kolpelke 227";227;1996-08-17
"1996-08-17, Germany, Schleswig-Holstein, St. Peter-Ording";"199601C1-G1/U1-V1Eweiff";54,2666666667;8,6666666667;"Kolpelke 227";227;1996-08-17
"1996-08-17, Germany, Schleswig-Holstein, St. Peter-Ording";"199601H-OOcolla";54,2666666667;8,6666666667;"Kolpelke 227";227;1996-08-17
"1996-08-26, Austria, Salzburg, Obertauern I";"1996SZ42Egemmf";47,2333333333;13,5166666667;"Kolpelke 231";231;1996-08-26
"1996-08-26, Austria, Salzburg, Obertauern I";"199603A-BOobscu";47,2333333333;13,5166666667;"Kolpelke 231";231;1996-08-26
"1996-08-26, Austria, Salzburg, Obertauern I";"1996SZ21Hplicd";47,2333333333;13,5166666667;"Kolpelke 231";231;1996-08-26
"1996-08-26, Austria, Salzburg, Obertauern I";"1996SZ32Egemmf";47,2333333333;13,5166666667;"Kolpelke 231";231;1996-08-26
"1996-08-26, Austria, Salzburg, Obertauern I";"1996SZ41Emyrsi";47,2333333333;13,5166666667;"Kolpelke 231";231;1996-08-26
"1996-08-26, Austria, Salzburg, Obertauern I";"1996SZ18Hischn";47,2333333333;13,5166666667;"Kolpelke 231";231;1996-08-26
"1996-08-26, Austria, Salzburg, Obertauern I";"199602P1-V1Ofoeti";47,2333333333;13,5166666667;"Kolpelke 231";231;1996-08-26
"1996-08-27, Austria, Salzburg, Obertauern I";"1996SZ36Egemmf";47,2333333333;13,5166666667;"Kolpelke 243";243;1996-08-27
"1996-08-27, Austria, Salzburg, Obertauern I";"1996SZ40Ehasta";47,2333333333;13,5166666667;"Kolpelke 243";243;1996-08-27
"1996-08-27, Austria, Salzburg, Obertauern I";"1996SZ19aHischn";47,2333333333;13,5166666667;"Kolpelke 243";243;1996-08-27
"1996-08-27, Austria, Salzburg, Obertauern I";"1996SZ35Egemmf";47,2333333333;13,5166666667;"Kolpelke 243";243;1996-08-27
"1996-08-27, Austria, Salzburg, Obertauern I";"1996SZ34Egemmf";47,2333333333;13,5166666667;"Kolpelke 243";243;1996-08-27
"1996-08-27, Austria, Salzburg, Obertauern I";"1996SZ38Egemmf";47,2333333333;13,5166666667;"Kolpelke 243";243;1996-08-27
"1996-08-27, Austria, Salzburg, Obertauern I";"1996SZ29Egemmf";47,2333333333;13,5166666667;"Kolpelke 243";243;1996-08-27
"1996-08-27, Austria, Salzburg, Obertauern I";"1996SZ28Emyrsi";47,2333333333;13,5166666667;"Kolpelke 243";243;1996-08-27
"1996-08-27, Austria, Salzburg, Tauernpaß, Untertauern I";"1996SZ46Eelaea";47,3;13,5;"Kolpelke 247";247;1996-08-27
"1996-08-27, Austria, Salzburg, Tauernpaß, Untertauern II";"199604K-LOobscu";47,2666666667;13,5;"Kolpelke 233";233;1996-08-27
"1996-08-27, Austria, Salzburg, Tauernpaß, Untertauern II";"1996SZ45bEelaea";47,2666666667;13,5;"Kolpelke 233";233;1996-08-27
"1996-08-27, Austria, Salzburg, Tauernpaß, Untertauern II";"1996SZ45aEelaea";47,2666666667;13,5;"Kolpelke 233";233;1996-08-27
"1996-08-27, Austria, Salzburg, Tauernpaß, Untertauern II";"1996SZ19bHischn";47,2666666667;13,5;"Kolpelke 233";233;1996-08-27
"1996-08-28, Austria, Tirol, Ötztal, Vent/ Gample";"1996SZ37Egemmh";46,8666666667;10,9166666667;"Kolpelke 244";244;1996-08-28
"1996-08-28, Austria, Tirol, Ötztal, Vent/ Gample";"1996SZ31Eboreo";46,8666666667;10,9166666667;"Kolpelke 244";244;1996-08-28
"1996-08-28, Austria, Tirol, Ötztal, Vent/ Gample";"1996SZ23Hcarin";46,8666666667;10,9166666667;"Kolpelke 244";244;1996-08-28
"1996-08-28, Austria, Tirol, Ötztal, Vent/ Gample";"1996SZ30Ehasta";46,8666666667;10,9166666667;"Kolpelke 244";244;1996-08-28
"1996-08-28, Austria, Tirol, Ötztal, Vent/ Gample";"1996SZ22Hplicg";46,8666666667;10,9166666667;"Kolpelke 244";244;1996-08-28
"1996-08-28, Austria, Tirol, Ötztal, Vent/ Gample";"1996SZ20Hischn";46,8666666667;10,9166666667;"Kolpelke 244";244;1996-08-28
"1996-08-29, Austria, Tirol, Ötztal, Vent/ Gample";"1996SZ33Egemmf";46,8666666667;10,9166666667;"Kolpelke 245";245;1996-08-29
"1996-08-29, Austria, Tirol, Ötztal, Vent/ Gample";"1996SZ27Egemmh";46,8666666667;10,9166666667;"Kolpelke 245";245;1996-08-29
"1996-08-29, Austria, Tirol, Ötztal, Vent/ Gample";"1996SZ24Egemmh";46,8666666667;10,9166666667;"Kolpelke 245";245;1996-08-29
"1996-08-29, Austria, Tirol, Ötztal, Vent/ Gample";"1996SZ44Hspira";46,8666666667;10,9166666667;"Kolpelke 245";245;1996-08-29
"1996-08-29, Austria, Tirol, Ötztal, Vent/ Rofental";"199602I1-N1Ovaria";46,85;10,9;"Kolpelke 230";230;1996-08-29
"1996-08-29, Austria, Tirol, Ötztal, Vent/ Rofental";"1996SZ26Egemmh";46,85;10,9;"Kolpelke 230";230;1996-08-29
"1996-08-30, Austria, Tirol, Pitztal, Nähe Mittelberg";"1996SZ25Egemmh";46,95;10,8666666667;"Kolpelke 246";246;1996-08-30
"1996-08-30, Austria, Tirol, Pitztal, Nähe Mittelberg";"1996SZ39Ehasta";46,95;10,8666666667;"Kolpelke 246";246;1996-08-30
"1996-08-30, Austria, Tirol, Pitztal, Nähe Mittelberg";"1996SZ43Hspira";46,95;10,8666666667;"Kolpelke 246";246;1996-08-30
"1996-08-30, Italy, Emilia Romagna, Piancancelli, Forli-Cesena";"199603D-QOvaria";44,0333333333;12,0333333333;"Kolpelke 232";232;1996-08-30
"1996-09-23, Switzerland, Wallis, Grimselpaß, Grimselsee";"1996SZ47Egemmh";46,5666666667;8,3166666667;"Kolpelke 248";248;1996-09-23
"1996-09-23, Switzerland, Wallis, Grimselpaß, Grimselsee";"1996SZ62Egemmh";46,5666666667;8,3166666667;"Kolpelke 248";248;1996-09-23
"1996-09-24, Switzerland, Tessin, Nufenenpaß, Val de Bedretto I";"1996SZ52Epurpu";46,4666666667;8,4166666667;"Kolpelke 252";252;1996-09-24
"1996-09-24, Switzerland, Tessin, Nufenenpaß, Val de Bedretto I";"1996SZ55Eelaea";46,4666666667;8,4166666667;"Kolpelke 252";252;1996-09-24
"1996-09-24, Switzerland, Tessin, Nufenenpaß, Val de Bedretto II";"1996SZ57Eelaea";46,4833333333;8,4666666667;"Kolpelke 256";256;1996-09-24
"1996-09-24, Switzerland, Wallis, Nufenenpaß, Aegtnental";"1996SZ49Epurpu";46,4833333333;8,3333333333;"Kolpelke 249";249;1996-09-24
"1996-09-24, Switzerland, Wallis, Nufenenpaß, Aegtnental";"1996SZ48Epurpu";46,4833333333;8,3333333333;"Kolpelke 249";249;1996-09-24
"1996-09-24, Switzerland, Wallis, Nufenenpaß, E-Werk";"1996SZ56Egemmh";46,4833333333;8,35;"Kolpelke 255";255;1996-09-24
"1996-09-24, Switzerland, Wallis, Obergoms, Gletsch";"1996SZ61Egemmh";46,55;8,35;"Kolpelke 259";259;1996-09-24
"1996-09-25, Austria, Tirol, Ötztal, Obergurgl";"1996SZ50Epurpu";46,8666666667;11,0166666667;"Kolpelke 250";250;1996-09-25
"1996-09-25, Switzerland, Wallis, Grimselpaß, Grimselsee";"1996SZ60Egemmh";46,5666666667;8,3166666667;"Kolpelke 258";258;1996-09-25
"1996-09-25, Switzerland, Wallis, Grimselpaß, Grimselsee";"1996SZ59Ehasta";46,5666666667;8,3166666667;"Kolpelke 258";258;1996-09-25
"1996-09-25, Switzerland, Wallis, Grimselpaß, Räterichsbodensee";"1996SZ58Egemmc";46,5666666667;8,3166666667;"Kolpelke 257";257;1996-09-25
"1996-09-25, Switzerland, Wallis, Obergoms, Oberwald";"1996SZ51Epurpu";46,5333333333;8,3333333333;"Kolpelke 251";251;1996-09-25
"1996-09-26, Switzerland, Uri, Hospental";"1996SZ54Emyrsi";46,6;8,55;"Kolpelke 254";254;1996-09-26
"1996-09-26, Switzerland, Wallis, Obergoms, Obergesteln";"1996SZ53Edaphn";46,5;8,3166666667;"Kolpelke 253";253;1996-09-26
"1996-09-28, Germany, Baden-Württemberg, Schwarzwald, Altglashütten";"1996SZ63Emucro";47,85;8,1;"Kolpelke 260";260;1996-09-28
"1996-09-28, Germany, Baden-Württemberg, Schwarzwald, Altglashütten";"1996SZ63aEaurit";47,85;8,1;"Kolpelke 260";260;1996-09-28
"1996-09-28, Germany, Baden-Württemberg, Schwarzwald, Altglashütten";"1996SZ63bObella";47,85;8,1;"Kolpelke 260";260;1996-09-28
"1996-09-28, Germany, Baden-Württemberg, Schwarzwald, Schluchsee";"1996SZ64Emucro";47,8333333333;8,1166666667;"Kolpelke 261";261;1996-09-28
"1996-10-06, Austria, Niederösterreich, Schrems-Pürbach";"1996SZ66Emucro";48,75;15,0833333333;"Kolpelke 262";262;1996-10-06
"1996-10-06, Austria, Niederösterreich, Schrems-Pürbach";"1996SZ65Evenus";48,75;15,0833333333;"Kolpelke 262";262;1996-10-06
"1996-10-12, Germany, Schleswig-Holstein, Preetz, Postsee";"1996SZ68Esubge";54,2166666667;10,2333333333;"Kolpelke 263";263;1996-10-12
"1996-10-12, Germany, Schleswig-Holstein, Preetz, Postsee";"1996SZ69Egemmc";54,2166666667;10,2333333333;"Kolpelke 263";263;1996-10-12
"1996-10-12, Germany, Schleswig-Holstein, Preetz, Postsee";"1996SZ70Opedun";54,2166666667;10,2333333333;"Kolpelke 263";263;1996-10-12
"1996-11-14, Austria, Niederösterreich, Etzen";"1996SZ71Eweiff";48,55;15,0333333333;"Kolpelke 264";264;1996-11-14
"1997-07-09, Germany, Hessen, Kühkopf, Mordhecke II";"1997SZ71Hoblit";49,8166666667;8,4166666667;"Kolpelke 311";311;1997-07-09
"1997-07-09, Germany, Hessen, Kühkopf, Mordhecke II";"1997SZ73Hpruss";49,8166666667;8,4166666667;"Kolpelke 311";311;1997-07-09
"1997-07-09, Germany, Hessen, Kilianstätten";"1997SZ74Hangli";50,1833333333;8,8333333333;"Kolpelke 312";312;1997-07-09
"1997-07-09, Germany, Hessen, Kilianstätten";"1997SZ72Hpolit";50,1833333333;8,8333333333;"Kolpelke 312";312;1997-07-09
"1997-07-13, Germany, Hessen, Limeshain, Rommelhausen";"1997SZ75Heryth";50,2333333333;8,9666666667;"Kolpelke 313";313;1997-07-13
"1997-07-13, Germany, Hessen, Limeshain, Rommelhausen";"1997SZ76Halien";50,2333333333;8,9666666667;"Kolpelke 313";313;1997-07-13
"1997-08-01, Sweden, Västerbotten, Taernaby / Tjamerev.";"199733J-V1Osamol";65,7;15,2666666667;"Kolpelke 289";289;1997-08-01
"1997-08-02, Norway, N.-Trondelag, Grong";"199705A-DOmyrsi";64,4666666667;12,3166666667;"Kolpelke 273";273;1997-08-02
"1997-08-02, Norway, Nordland, Polarkreis I";"199704V-V1Oherba";66,55;15,3;"Kolpelke 272";272;1997-08-02
"1997-08-03, Norway, N.-Trondelag, Namsskogan, Mellingsmoen";"1997SZ68Hleuco";64,9166666667;13,1666666667;"Kolpelke 266";266;1997-08-03
"1997-08-03, Norway, N.-Trondelag, Namsskogan, Mellingsmoen";"199703J1-4TOvaria";64,9166666667;13,1666666667;"Kolpelke 266";266;1997-08-03
"1997-08-03, Norway, N.-Trondelag, Namsskogan, Mellingsmoen";"199703A1-H1Ogalla";64,9166666667;13,1666666667;"Kolpelke 266";266;1997-08-03
"1997-08-03, Norway, N.-Trondelag, Namsskogan, Mellingsmoen";"199701D1-H1Evenus";64,9166666667;13,1666666667;"Kolpelke 266";266;1997-08-03
"1997-08-03, Norway, Nordland, Korgfjellet";"199701A-FOspeit";66,0333333333;13,6833333333;"Kolpelke 265";265;1997-08-03
"1997-08-03, Norway, Nordland, Korgfjellet";"199703T-Z+32H-TOglauc";66,0333333333;13,6833333333;"Kolpelke 265";265;1997-08-03
"1997-08-03, Norway, Nordland, Korgfjellet";"199701M-QOlappl";66,0333333333;13,6833333333;"Kolpelke 265";265;1997-08-03
"1997-08-03, Norway, Nordland, Korgfjellet";"199703T-ZOglauc";66,0333333333;13,6833333333;"Kolpelke 265";265;1997-08-03
"1997-08-05, Norway, Finnmark, N.-Varanger, Sandfjord";"199707A-8GOretic";70,7833333333;29,25;"Kolpelke 275";275;1997-08-05
"1997-08-05, Norway, Finnmark, N.-Varanger, Sandfjord";"199706A-S1Oherba";70,7833333333;29,25;"Kolpelke 275";275;1997-08-05
"1997-08-05, Norway, Finnmark, N.-Varanger, Sandfjord";"199714A1-15K1Omyrsi";70,7833333333;29,25;"Kolpelke 275";275;1997-08-05
"1997-08-05, Norway, Finnmark, N.-Varanger, Tanabru";"1997SZ01Ephyli";70,1833333333;28,2;"Kolpelke 295";295;1997-08-05
"1997-08-06, Norway, Finnmark, N.-Varanger, Tanabru";"1997SZ03Elappo";70,1833333333;28,2;"Kolpelke 296";296;1997-08-06
"1997-08-06, Norway, Finnmark, N.-Varanger, Tanabru";"1997SZ06Ehasta";70,1833333333;28,2;"Kolpelke 296";296;1997-08-06
"1997-08-06, Norway, Finnmark, N.-Varanger, Tanabru";"1997SZ04Elanat";70,1833333333;28,2;"Kolpelke 296";296;1997-08-06
"1997-08-06, Norway, Finnmark, N.-Varanger, Tanabru";"1997SZ02Ephyli";70,1833333333;28,2;"Kolpelke 296";296;1997-08-06
"1997-08-06, Norway, Finnmark, S.-Varanger, Nyelv";"199705F-E1Omyrsi";70,0666666667;28,8333333333;"Kolpelke 274";274;1997-08-06
"1997-08-06, Norway, Finnmark, S.-Varanger, Nyelv";"1997SZ05Eboreo";70,0666666667;28,8333333333;"Kolpelke 274";274;1997-08-06
"1997-08-07, Norway, Finnmark, S.-Varanger, Nyrud";"199701J1-K1Evenus";69,1333333333;29,2166666667;"Kolpelke 268";268;1997-08-07
"1997-08-07, Norway, Finnmark, S.-Varanger, Nyrud";"1997SZ11Elappo";69,1333333333;29,2166666667;"Kolpelke 268";268;1997-08-07
"1997-08-07, Norway, Finnmark, S.-Varanger, Nyrud";"199701S-B1Ospset";69,1333333333;29,2166666667;"Kolpelke 268";268;1997-08-07
"1997-08-07, Norway, Finnmark, S.-Varanger, Vaggatem";"1997SZ07Emyrti";69,2666666667;29,25;"Kolpelke 267";267;1997-08-07
"1997-08-07, Norway, Finnmark, S.-Varanger, Vaggatem";"199701G-IOmyrti";69,2666666667;29,25;"Kolpelke 267";267;1997-08-07
"1997-08-07, Norway, Finnmark, S.-Varanger, Vaggatem";"1997SZ10Esmyrt";69,2666666667;29,25;"Kolpelke 267";267;1997-08-07
"1997-08-07, Norway, Finnmark, S.-Varanger, Vaggatem, Elentj.";"1997SZ08Emyrti";69,2;29,1166666667;"Kolpelke 297";297;1997-08-07
"1997-08-07, Norway, Finnmark, S.-Varanger, Vaggatem, Elentj.";"1997SZ12Elappo";69,2;29,1166666667;"Kolpelke 297";297;1997-08-07
"1997-08-07, Norway, Finnmark, S.-Varanger, Vaggatem, Elentj.";"1997SZ09Esmyrt";69,2;29,1166666667;"Kolpelke 297";297;1997-08-07
"1997-08-08, Norway, Finnmark, Ifjordfjellet II";"199703A-ROglauc";70,4166666667;27,5166666667;"Kolpelke 271";271;1997-08-08
"1997-08-08, Norway, Finnmark, Ifjordfjellet II";"199702H-V1Odolic";70,4166666667;27,5166666667;"Kolpelke 271";271;1997-08-08
"1997-08-08, Norway, Finnmark, Ifjordfjellet II";"1997SZ64Hplicg";70,4166666667;27,5166666667;"Kolpelke 271";271;1997-08-08
"1997-08-08, Norway, Finnmark, S.-Varanger, Svanvik";"199701K-LOmyrti";69,45;30,05;"Kolpelke 269";269;1997-08-08
"1997-08-08, Norway, Finnmark, S.-Varanger, Svanvik";"1997SZ15Emyrti";69,45;30,05;"Kolpelke 269";269;1997-08-08
"1997-08-08, Norway, Finnmark, S.-Varanger, Svanvik";"1997SZ13Esmyrt";69,45;30,05;"Kolpelke 269";269;1997-08-08
"1997-08-08, Norway, Finnmark, S.-Varanger, Svanvik";"1997SZ14Esmyrs";69,45;30,05;"Kolpelke 269";269;1997-08-08
"1997-08-09, Norway, Finnmark, Kvaenangen, Gildetun";"1997SZ17Eboreo";69,8666666667;21,65;"Kolpelke 299";299;1997-08-09
"1997-08-09, Norway, Troms, Kafjordbotn";"1997SZ16Ehasta";69,4833333333;20,7833333333;"Kolpelke 298";298;1997-08-09
"1997-08-10, Finland, Lappin, Kilpisjärvi";"1997SZ21Elappc";69,05;20,7833333333;"Kolpelke 270";270;1997-08-10
"1997-08-10, Finland, Lappin, Kilpisjärvi";"199701M1-2FOarcti";69,05;20,7833333333;"Kolpelke 270";270;1997-08-10
"1997-08-10, Finland, Lappin, Kilpisjärvi";"199731A1-I1Olappo";69,05;20,7833333333;"Kolpelke 270";270;1997-08-10
"1997-08-10, Finland, Lappin, Kilpisjärvi";"1997SZ20Eboreo";69,05;20,7833333333;"Kolpelke 270";270;1997-08-10
"1997-08-10, Finland, Lappin, Kilpisjärvi";"1997SZ18Ehasta";69,05;20,7833333333;"Kolpelke 270";270;1997-08-10
"1997-08-10, Finland, Lappin, Kilpisjärvi";"1997SZ19Elanat";69,05;20,7833333333;"Kolpelke 270";270;1997-08-10
"1997-08-10, Finland, Lappin, Kilpisjärvi";"1997SZ23Ephyli";69,05;20,7833333333;"Kolpelke 270";270;1997-08-10
"1997-08-10, Finland, Lappin, Kilpisjärvi";"1997SZ22Elappo";69,05;20,7833333333;"Kolpelke 270";270;1997-08-10
"1997-08-10, Finland, Lappin, Kilpisjärvi";"199705G1-V1Osamol";69,05;20,7833333333;"Kolpelke 270";270;1997-08-10
"1997-08-11, Norway, Troms, Lavangsdalen";"1997SZ62Ehasta";69,5333333333;19,6333333333;"Kolpelke 276";276;1997-08-11
"1997-08-11, Norway, Troms, Lavangsdalen";"199708H1-V1Ogalla";69,5333333333;19,6333333333;"Kolpelke 276";276;1997-08-11
"1997-08-11, Norway, Troms, Lavangsdalen";"199708A1-F1Obridg";69,5333333333;19,6333333333;"Kolpelke 276";276;1997-08-11
"1997-08-11, Norway, Troms, Lavangsdalen";"199708I-YEvenus";69,5333333333;19,6333333333;"Kolpelke 276";276;1997-08-11
"1997-08-12, Norway, Troms, Lapphaugen bei Bardu";"1997SZ30Emyrsi";68,65;17,85;"Kolpelke 301";301;1997-08-12
"1997-08-12, Norway, Troms, Lapphaugen bei Bardu";"1997SZ31Elanat";68,65;17,85;"Kolpelke 301";301;1997-08-12
"1997-08-12, Norway, Troms, Lapphaugen bei Bardu";"1997SZ29Ehasta";68,65;17,85;"Kolpelke 301";301;1997-08-12
"1997-08-13, Sweden, Norrbotten, Torne Träsk, Abisko";"1997SZ24Ephyli";68,3166666667;18,85;"Kolpelke 300";300;1997-08-13
"1997-08-13, Sweden, Norrbotten, Torne Träsk, Abisko";"1997SZ27Ehasta";68,3166666667;18,85;"Kolpelke 300";300;1997-08-13
"1997-08-13, Sweden, Norrbotten, Torne Träsk, Abisko";"1997SZ25Esmyrs";68,3166666667;18,85;"Kolpelke 300";300;1997-08-13
"1997-08-13, Sweden, Norrbotten, Torne Träsk, Abisko";"1997SZ28Emyrsi";68,3166666667;18,85;"Kolpelke 300";300;1997-08-13
"1997-08-13, Sweden, Norrbotten, Torne Träsk, Abisko";"1997SZ26Esmyrs";68,3166666667;18,85;"Kolpelke 300";300;1997-08-13
"1997-08-14, Norway, Nordland, Lofot, Hadselsand";"1997SZ34Enigri";68,4333333333;14,6166666667;"Kolpelke 302";302;1997-08-14
"1997-08-14, Norway, Nordland, Lofot, Laukvik";"1997SZ32Elappo";68,3833333333;14,4166666667;"Kolpelke 278";278;1997-08-14
"1997-08-14, Norway, Nordland, Lofot, Laukvik";"1997SZ63Hleuco";68,3833333333;14,4166666667;"Kolpelke 278";278;1997-08-14
"1997-08-14, Norway, Nordland, Lofot, Laukvik";"199709A-LEvenus";68,3833333333;14,4166666667;"Kolpelke 278";278;1997-08-14
"1997-08-14, Norway, Nordland, Lofot, Sandsletta";"199709A1-10NEvenus";68,3333333333;14,4833333333;"Kolpelke 277";277;1997-08-14
"1997-08-14, Norway, Nordland, Lofot, Sandsletta";"199713O1-14YOgalla";68,3333333333;14,4833333333;"Kolpelke 277";277;1997-08-14
"1997-08-14, Norway, Nordland, Lofot, Sandsletta";"199715M1-28RObridg";68,3333333333;14,4833333333;"Kolpelke 277";277;1997-08-14
"1997-08-16, Norway, Nordland, Fauske";"199710P-REvenus";67,2666666667;15,3833333333;"Kolpelke 280";280;1997-08-16
"1997-08-16, Norway, Nordland, Fauske";"199732M1-33HOhasta";67,2666666667;15,3833333333;"Kolpelke 280";280;1997-08-16
"1997-08-16, Norway, Nordland, Fauske";"1997SZ35Ehasta";67,2666666667;15,3833333333;"Kolpelke 280";280;1997-08-16
"1997-08-16, Norway, Nordland, Polarkreis I";"199712M-13N1Odolic";66,55;15,3;"Kolpelke 282";282;1997-08-16
"1997-08-16, Norway, Nordland, Polarkreis II";"199728T-29FOherba";66,6;15,3666666667;"Kolpelke 283";283;1997-08-16
"1997-08-16, Norway, Nordland, Polarkreis II";"199731K1-32FOlappo";66,6;15,3666666667;"Kolpelke 283";283;1997-08-16
"1997-08-16, Norway, Nordland, Polarkreis II";"1997SZ38Eboreo";66,6;15,3666666667;"Kolpelke 283";283;1997-08-16
"1997-08-16, Norway, Nordland, Polarkreis II";"1997SZ77Hacuti";66,6;15,3666666667;"Kolpelke 283";283;1997-08-16
"1997-08-16, Norway, Nordland, Polarkreis II";"1997SZ37Elappo";66,6;15,3666666667;"Kolpelke 283";283;1997-08-16
"1997-08-16, Norway, Nordland, Polarkreis II";"1997SZ39Elappc";66,6;15,3666666667;"Kolpelke 283";283;1997-08-16
"1997-08-16, Norway, Nordland, Polarkreis II";"199732V-K1Olappo";66,6;15,3666666667;"Kolpelke 283";283;1997-08-16
"1997-08-16, Norway, Nordland, Polarkreis, Krokstrand";"1997SZ36Elanat";66,45;15,0666666667;"Kolpelke 303";303;1997-08-16
"1997-08-17, Norway, N.-Trondelag, Grane";"1997SZ70Hischn";65,5166666667;13,4;"Kolpelke 304";304;1997-08-17
"1997-08-17, Norway, N.-Trondelag, Grane";"1997SZ42Emyrsi";65,5166666667;13,4;"Kolpelke 304";304;1997-08-17
"1997-08-17, Norway, Nordland, Korgfjellet";"199731H-QOhasta";66,0333333333;13,6833333333;"Kolpelke 288";288;1997-08-17
"1997-08-17, Norway, Nordland, Korgfjellet";"199732H-TOglauc";66,0333333333;13,6833333333;"Kolpelke 288";288;1997-08-17
"1997-08-17, Norway, Nordland, Korgfjellet";"1997SZ43Elappc";66,0333333333;13,6833333333;"Kolpelke 288";288;1997-08-17
"1997-08-17, Norway, Nordland, Korgfjellet";"199731S-XOretic";66,0333333333;13,6833333333;"Kolpelke 288";288;1997-08-17
"1997-08-17, Norway, Nordland, Korgfjellet";"1997SZ41Eboreo";66,0333333333;13,6833333333;"Kolpelke 288";288;1997-08-17
"1997-08-17, Norway, Nordland, Korgfjellet";"1997SZ69Hplicg";66,0333333333;13,6833333333;"Kolpelke 288";288;1997-08-17
"1997-08-18, Norway, S.-Trondelag, Haugsdalen";"1997SZ45Emucro";63,7;10,2333333333;"Kolpelke 306";306;1997-08-18
"1997-08-18, Norway, S.-Trondelag, Nordfjorden";"1997SZ46Eaurit";63,75;9,9833333333;"Kolpelke 305";305;1997-08-18
"1997-08-18, Norway, S.-Trondelag, Nordfjorden";"1997SZ66Halien";63,75;9,9833333333;"Kolpelke 305";305;1997-08-18
"1997-08-18, Norway, S.-Trondelag, Nordfjorden";"1997SZ44Emucro";63,75;9,9833333333;"Kolpelke 305";305;1997-08-18
"1997-08-19, Norway, N.-Trondelag, Heimhulhatten";"199731D-FObella";63,9333333333;10,9;"Kolpelke 287";287;1997-08-19
"1997-08-19, Norway, N.-Trondelag, Heimhulhatten";"1997SZ48Eaurit";63,9333333333;10,9;"Kolpelke 287";287;1997-08-19
"1997-08-19, Norway, N.-Trondelag, Heimhulhatten";"1997SZ78Hcarin";63,9333333333;10,9;"Kolpelke 287";287;1997-08-19
"1997-08-19, Norway, N.-Trondelag, Heimhulhatten";"199731A-CObridg";63,9333333333;10,9;"Kolpelke 287";287;1997-08-19
"1997-08-19, Norway, N.-Trondelag, Heimhulhatten";"1997SZ47Emucro";63,9333333333;10,9;"Kolpelke 287";287;1997-08-19
"1997-08-19, Norway, N.-Trondelag, Malm";"1997SZ49Eaurit";64,0666666667;11,2166666667;"Kolpelke 307";307;1997-08-19
"1997-08-19, Norway, N.-Trondelag, Stiklestad";"199730K1-V1Otrian";63,7833333333;11,45;"Kolpelke 286";286;1997-08-19
"1997-08-20, Norway, N.-Trondelag, Hegra";"1997SZ50Eaurit";63,45;11,1;"Kolpelke 308";308;1997-08-20
"1997-08-22, Norway, Oppland, Jotunheimen, Breiseterdalen";"1997SZ53Eboreo";61,6;8,0333333333;"Kolpelke 284";284;1997-08-22
"1997-08-22, Norway, Oppland, Jotunheimen, Breiseterdalen";"1997SZ52Elappc";61,6;8,0333333333;"Kolpelke 284";284;1997-08-22
"1997-08-22, Norway, Oppland, Jotunheimen, Breiseterdalen";"199729G-UOlappo";61,6;8,0333333333;"Kolpelke 284";284;1997-08-22
"1997-08-22, Norway, Oppland, Jotunheimen, Breiseterdalen";"199729V-V1Oarcti";61,6;8,0333333333;"Kolpelke 284";284;1997-08-22
"1997-08-22, Norway, Oppland, Jotunheimen, Breiseterdalen";"199730M-UOnival";61,6;8,0333333333;"Kolpelke 284";284;1997-08-22
"1997-08-22, Norway, Oppland, Jotunheimen, Breiseterdalen";"199730F1-J1Oglabr";61,6;8,0333333333;"Kolpelke 284";284;1997-08-22
"1997-08-22, Norway, Oppland, Jotunheimen, Breiseterdalen";"1997SZ51Elappo";61,6;8,0333333333;"Kolpelke 284";284;1997-08-22
"1997-08-22, Norway, Oppland, Jotunheimen, Breiseterdalen";"199730W-E1Oglauc";61,6;8,0333333333;"Kolpelke 284";284;1997-08-22
"1997-08-22, Norway, Oppland, Jotunheimen, Breiseterdalen";"1997SZ65Hplicg";61,6;8,0333333333;"Kolpelke 284";284;1997-08-22
"1997-08-23, Norway, Sogn og Fjordane, Jostedalen";"1997SZ54Emyrsi";61,65;7,25;"Kolpelke 285";285;1997-08-23
"1997-08-23, Norway, Sogn og Fjordane, Jostedalen";"1997SZ55Elappo";61,65;7,25;"Kolpelke 285";285;1997-08-23
"1997-08-23, Norway, Sogn og Fjordane, Jostedalen";"199730A-LEvenus";61,65;7,25;"Kolpelke 285";285;1997-08-23
