"description";"REARING_NUMBER";"lat";"lon";"name";"number";"date"
"2006-08-10, Lithuania, Litauen, Raudone";"2006SZ42Hoblit";55,0833333333;23,1166666667;"Kolpelke 702";702;2006-08-10
"2006-08-10, Lithuania, Litauen, Raudone";"2006SZ50Hangli";55,0833333333;23,1166666667;"Kolpelke 702";702;2006-08-10
"2006-08-11, Lithuania, Litauen, Palanga";"2006SZ54Hanoma";55,9333333333;21,0666666667;"Kolpelke 707";707;2006-08-11
"2006-08-12, Lithuania, Litauen, Neringa, Juodkrante";"2006SZ49Hpruss";55,5166666667;21,1;"Kolpelke 706";706;2006-08-12
"2006-08-13, Lithuania, Litauen, Palanga";"200609A-K1Oadaph";55,9333333333;21,0666666667;"Kolpelke 683";683;2006-08-13
"2006-08-13, Lithuania, Litauen, Palanga";"2006SZ41Hpruss";55,9333333333;21,0666666667;"Kolpelke 683";683;2006-08-13
"2006-08-13, Lithuania, Litauen, Palanga";"2006SZ51Hanoma";55,9333333333;21,0666666667;"Kolpelke 683";683;2006-08-13
"2006-08-13, Lithuania, Litauen, Palanga";"2006SZ47Hischn";55,9333333333;21,0666666667;"Kolpelke 683";683;2006-08-13
"2006-08-13, Lithuania, Litauen, Palanga";"2006SZ53Hleuca";55,9333333333;21,0666666667;"Kolpelke 683";683;2006-08-13
"2006-08-14, Lithuania, Litauen, Nemirseta nr. Palanga";"2006SZ48Hoblit";55,8666666667;21,05;"Kolpelke 705";705;2006-08-14
"2006-08-14, Lithuania, Litauen, Nemirseta nr. Palanga";"2006SZ52Hleuca";55,8666666667;21,05;"Kolpelke 705";705;2006-08-14
"2006-08-15, Poland, Mazurskie, Dabrowka nr. Mikolaiken";"2006SZ44Hanoma";53,85;21,7333333333;"Kolpelke 704";704;2006-08-15
"2006-08-16, Poland, Polen, Walcz";"2006SZ43Hanoma";53,2666666667;16,4166666667;"Kolpelke 703";703;2006-08-16
"2006-11-27, Germany, Schleswig-Holstein, St. Peter-Ording";"200615A-16KEweiff";54,2666666667;8,6666666667;"Kolpelke 688";688;2006-11-27
"2006-11-28, Denmark, Jylland, Vejersstrand";"200614A-PEweiff";55,6166666667;8,1166666667;"Kolpelke 687";687;2006-11-28
"2006-11-30, Denmark, Jylland, Nymindegab";"200613A-LEweiff";55,8166666667;8,2;"Kolpelke 686";686;2006-11-30
"2007-06-15, Germany, Schleswig-Holstein, Kiel, Dietrichsdorf";"2007SZ12Hangli";54,3333333333;10,1833333333;"Kolpelke 712";712;2007-06-15
"2007-06-15, Germany, Schleswig-Holstein, Kiel, Dietrichsdorf";"2007SZ03Hleuca";54,3333333333;10,1833333333;"Kolpelke 712";712;2007-06-15
"2007-06-15, Germany, Schleswig-Holstein, Kiel, Dietrichsdorf";"2007SZ10Hpruss";54,3333333333;10,1833333333;"Kolpelke 712";712;2007-06-15
"2007-06-19, Germany, Schleswig-Holstein, Klausdorf, Schwentine";"2007SZ02Hleuca";54,3;10,2166666667;"Kolpelke 711";711;2007-06-19
"2007-06-19, Germany, Schleswig-Holstein, Klausdorf, Schwentine";"2007SZ07Hpruss";54,3;10,2166666667;"Kolpelke 711";711;2007-06-19
"2007-06-24, Germany, Hessen, Langen-Bergheim";"2007SZ04Hleuca";50,2333333333;8,9666666667;"Kolpelke 713";713;2007-06-24
"2007-06-24, Germany, Hessen, Langen-Bergheim";"2007SZ06Heryth";50,2333333333;8,9666666667;"Kolpelke 713";713;2007-06-24
"2007-06-24, Germany, Hessen, Langen-Bergheim";"2007SZ08aHpruss";50,2333333333;8,9666666667;"Kolpelke 713";713;2007-06-24
"2007-06-24, Germany, Hessen, Langen-Bergheim";"2007SZ05Halien";50,2333333333;8,9666666667;"Kolpelke 713";713;2007-06-24
"2007-06-24, Germany, Hessen, Langen-Bergheim";"2007SZ09Hleuco";50,2333333333;8,9666666667;"Kolpelke 713";713;2007-06-24
"2007-06-24, Germany, Hessen, Langen-Bergheim";"2007SZ11Hanoma";50,2333333333;8,9666666667;"Kolpelke 713";713;2007-06-24
"2007-06-24, Germany, Hessen, Langen-Bergheim";"2007SZ08bHspecc";50,2333333333;8,9666666667;"Kolpelke 713";713;2007-06-24
"2007-06-30, Germany, Baden-Württemberg, Bodman, Bodenwald";"2007SZ14Hleuco";47,7833333333;9,0333333333;"Kolpelke 715";715;2007-06-30
"2007-06-30, Germany, Baden-Württemberg, Bodman, Stockenloch";"2007SZ13aHleuco";47,7833333333;9,05;"Kolpelke 714";714;2007-06-30
"2007-06-30, Germany, Baden-Württemberg, Bodman, Stockenloch";"2007SZ13bHleuco";47,7833333333;9,05;"Kolpelke 714";714;2007-06-30
"2007-06-30, Germany, Baden-Württemberg, Bodman, Stockenloch";"2007SZ15Hpruss";47,7833333333;9,05;"Kolpelke 714";714;2007-06-30
"2007-07-03, Germany, Baden-Württemberg, Radolfzell, Markelfingen, Hornhalde";"2007SZ17Hspecc";47,7333333333;9,0166666667;"Kolpelke 717";717;2007-07-03
"2007-07-03, Germany, Baden-Württemberg, Radolfzell, Markelfingen, Hornhalde";"2007SZ21Hanoma";47,7333333333;9,0166666667;"Kolpelke 717";717;2007-07-03
"2007-07-03, Germany, Baden-Württemberg, Radolfzell, Markelfingen, Hornhalde";"2007SZ25aHleuco";47,7333333333;9,0166666667;"Kolpelke 717";717;2007-07-03
"2007-07-03, Germany, Baden-Württemberg, Radolfzell, Mettnau";"2007SZ18Hoblit";47,7166666667;8,9833333333;"Kolpelke 718";718;2007-07-03
"2007-07-03, Germany, Baden-Württemberg, Radolfzell, Mettnau";"2007SZ19aHspecc";47,7166666667;8,9833333333;"Kolpelke 718";718;2007-07-03
"2007-07-03, Germany, Baden-Württemberg, Radolfzell, Mettnau";"2007SZ22Hleuca";47,7166666667;8,9833333333;"Kolpelke 718";718;2007-07-03
"2007-07-03, Germany, Baden-Württemberg, Radolfzell, Mettnau";"2007SZ23aHpolit";47,7166666667;8,9833333333;"Kolpelke 718";718;2007-07-03
"2007-07-03, Germany, Baden-Württemberg, Radolfzell, Mettnau";"2007SZ20Hpruss";47,7166666667;8,9833333333;"Kolpelke 718";718;2007-07-03
"2007-07-03, Germany, Baden-Württemberg, Radolfzell, Mindelsee";"2007SZ16Hleuca";47,7333333333;9;"Kolpelke 716";716;2007-07-03
"2007-07-03, Germany, Baden-Württemberg, Radolfzell, Mindelsee";"2007SZ24aHpruss";47,7333333333;9;"Kolpelke 716";716;2007-07-03
"2007-07-04, Germany, Baden-Württemberg, Gebhardsweiler, Mühlhofen";"2007SZ30Hleuco";47,7166666667;9,25;"Kolpelke 721";721;2007-07-04
"2007-07-04, Germany, Baden-Württemberg, Mühlhofen, Alseweiher";"2007SZ27Hpolit";47,7333333333;9,2666666667;"Kolpelke 720";720;2007-07-04
"2007-07-04, Germany, Baden-Württemberg, Mühlhofen, Alseweiher";"2007SZ28Hleuca";47,7333333333;9,2666666667;"Kolpelke 720";720;2007-07-04
"2007-07-04, Germany, Baden-Württemberg, Mühlhofen, Alseweiher";"2007SZ31Hpruss";47,7333333333;9,2666666667;"Kolpelke 720";720;2007-07-04
"2007-07-04, Germany, Baden-Württemberg, Mimmenhausen, Martinsweiher";"2007SZ26Hleuco";47,7333333333;9,2666666667;"Kolpelke 719";719;2007-07-04
"2007-07-04, Germany, Baden-Württemberg, Mimmenhausen, Martinsweiher";"2007SZ29Hanoma";47,7333333333;9,2666666667;"Kolpelke 719";719;2007-07-04
"2007-07-05, Germany, Baden-Württemberg, Eigeltingen";"2007SZ32Hleuco";47,85;8,8833333333;"Kolpelke 722";722;2007-07-05
"2007-07-05, Germany, Baden-Württemberg, Eigeltingen";"2007SZ33Hanoma";47,85;8,8833333333;"Kolpelke 722";722;2007-07-05
"2007-07-06, Germany, Baden-Württemberg, Bad Waldsee";"2007SZ34Hleuco";47,9;9,7333333333;"Kolpelke 723";723;2007-07-06
"2007-07-06, Germany, Baden-Württemberg, Bad Waldsee";"2007SZ35Hanoma";47,9;9,7333333333;"Kolpelke 723";723;2007-07-06
"2007-07-30, Austria, Tirol, Fernpaß";"2007SZ36aHoblit";47,35;10,8166666667;"Kolpelke 724";724;2007-07-30
"2007-07-31, Austria, Tirol, Ötztal, Vent/ Gample";"2007SZ37Hcarin";46,8666666667;10,9166666667;"Kolpelke 725";725;2007-07-31
"2007-07-31, Austria, Tirol, Ötztal, Vent/ Gample";"2007SZ38Hspira";46,8666666667;10,9166666667;"Kolpelke 725";725;2007-07-31
"2007-07-31, Austria, Tirol, Ötztal, Vent/ Gample";"2007SZ39Hplicg";46,8666666667;10,9166666667;"Kolpelke 725";725;2007-07-31
"2007-07-31, Austria, Tirol, Ötztal, Vent/ Gample";"2007SZ40Htuber";46,8666666667;10,9166666667;"Kolpelke 725";725;2007-07-31
"2007-08-01, Austria, Tirol, Ötztal, Sölden/ Windache";"2007SZ41Hpscho";46,95;11,0333333333;"Kolpelke 726";726;2007-08-01
"2007-08-01, Austria, Tirol, Ötztal, Sölden/ Windache";"2007SZ44Hspira";46,95;11,0333333333;"Kolpelke 726";726;2007-08-01
"2007-08-01, Austria, Tirol, Ötztal, Zwieselstein";"2007SZ42Hspira";46,9333333333;11,0166666667;"Kolpelke 727";727;2007-08-01
