REARING_NUMBER;taxon;name;value
200029A1-P1Okriec;Chalcidoidea indet.;stage of the host;1st instar larvae
200044Q1-T1Ovaria;Chalcidoidea indet.;stage of the host;1st instar larvae
199006A-T1Onival;Chalcidoidea indet.;stage of the host;1st instar larvae
1997SZ04Elanat;Chalcidoidea indet.;stage of the host;1st instar larvae
198713P1-V1Ovesic;Chalcidoidea indet.;stage of the host;1st instar larvae
1995SZVHplicg;Chalcidoidea indet.;stage of the host;1st instar larvae
2004SZ54Obella;Chalcidoidea indet.;stage of the host;1st instar larvae
1997SZ37Elappo;Chalcidoidea indet.;stage of the host;1st instar larvae
199302P-B1Ohasta;Chalcidoidea indet.;stage of the host;1st instar larvae
1997SZ79Emucro;Chalcidoidea indet.;stage of the host;1st instar larvae
1998SZ23Emucro;Chalcidoidea indet.;stage of the host;1st instar larvae
198243A-V1Ovaria;Chalcidoidea indet.;stage of the host;1st instar larvae
198710A-V1Ovesic;Chalcidoidea indet.;stage of the host;1st instar larvae
199914A1-V1Okriec;Chalcidoidea indet.;stage of the host;1st instar larvae
1996SZ13Hangli;Chalcidoidea indet.;stage of the host;1st instar larvae
200034N1-U1Oobscu;Chalcidoidea indet.;stage of the host;1st instar larvae
2008SZ25Hplicg;Chalcidoidea indet.;stage of the host;1st instar larvae
198549A-J1Omyrsi;Chalcidoidea indet.;stage of the host;1st instar larvae
1995SZF1Eatraa;Chalcidoidea indet.;stage of the host;1st instar larvae
199026U-27V1Oarcti;Chalcidoidea indet.;stage of the host;1st instar larvae
199933P1-U1Ofoeti;Chalcidoidea indet.;stage of the host;1st instar larvae
200047G1-N1Egemmf;Chalcidoidea indet.;stage of the host;1st instar larvae
200043P1-44IOvaria;Chalcidoidea indet.;stage of the host;1st instar larvae
200025L-UOvaria;Chalcidoidea indet.;stage of the host;1st instar larvae
2009SZ09Hspira;Chalcidoidea indet.;stage of the host;1st instar larvae
1997SZ16Ehasta;Chalcidoidea indet.;stage of the host;1st instar larvae
198459A-LOretus;Chalcidoidea indet.;stage of the host;1st instar larvae
2004SZ74Elanat;Chalcidoidea indet.;stage of the host;1st instar larvae
198915A-IObridg;Chalcidoidea indet.;stage of the host;1st instar larvae
200202A1-S1Obridg;Chalcidoidea indet.;stage of the host;1st instar larvae
1997SZ56Elappc;Chalcidoidea indet.;stage of the host;1st instar larvae
2003SZ18Hischn;Chalcidoidea indet.;stage of the host;1st instar larvae
199913E-I/U-WOproxi;Chalcidoidea indet.;stage of the host;1st instar larvae
199512A-COnival;Chalcidoidea indet.;stage of the host;1st instar larvae
200105A-MEhasta;Chalcidoidea indet.;stage of the host;1st instar larvae
199927P-WOvimin;Chalcidoidea indet.;stage of the host;1st instar larvae
198605A-6V1Oproxi;Chalcidoidea indet.;stage of the host;1st instar larvae
200105A1-V1Elanat;Chalcidoidea indet.;stage of the host;1st instar larvae
199042A-ZOglauc;Chalcidoidea indet.;stage of the host;1st instar larvae
200049XEgemmf;Chalcidoidea indet.;stage of the host;1st instar larvae
198547A-48V1Omyrti;Chalcidoidea indet.;stage of the host;1st instar larvae
2004SZ38Onival;Chalcidoidea indet.;stage of the host;1st instar larvae
200510P1-V1Opprox;Chalcidoidea indet.;stage of the host;1st instar larvae
200040A-OOfoeti;Chalcidoidea indet.;stage of the host;1st instar larvae
199514M1-N1Ehasta;Chalcidoidea indet.;stage of the host;1st instar larvae
199603A-BOobscu;Chalcidoidea indet.;stage of the host;1st instar larvae
200026A-MOvimin;Chalcidoidea indet.;stage of the host;1st instar larvae
200733A-FEweiff;Chalcidoidea indet.;stage of the host;1st instar larvae
200014A-NEnigri;Chalcidoidea indet.;stage of the host;1st instar larvae
200047S1-T1Egemmf;Chalcidoidea indet.;stage of the host;1st instar larvae
198432A-33V1Ovaria;Chalcidoidea indet.;stage of the host;1st instar larvae
1997SZ18Ehasta;Chalcidoidea indet.;stage of the host;1st instar larvae
199337T-ZOlappo;Chalcidoidea indet.;stage of the host;1st instar larvae
1997SZ15Emyrti;Chalcidoidea indet.;stage of the host;1st instar larvae
199802R1-V1Ofoeti;Chalcidoidea indet.;stage of the host;1st instar larvae
198354A-V1Ovaria;Chalcidoidea indet.;stage of the host;1st instar larvae
198551O1-V1Elappc;Chalcidoidea indet.;stage of the host;1st instar larvae
200048J-QEgemmf;Chalcidoidea indet.;stage of the host;1st instar larvae
198604A-LOpedun;Chalcidoidea indet.;stage of the host;1st instar larvae
198922A-23V1Ovaria;Chalcidoidea indet.;stage of the host;1st instar larvae
2001SZ8282Eboreo;Chalcidoidea indet.;stage of the host;1st instar larvae
199806I-YObridg;Chalcidoidea indet.;stage of the host;1st instar larvae
198406A-I1Opedun;Chalcidoidea indet.;stage of the host;1st instar larvae
198435A-V1Ohasta;Chalcidoidea indet.;stage of the host;1st instar larvae
199321Q-22HElappo;Chalcidoidea indet.;stage of the host;1st instar larvae
198553F1-54V1Onorve;Chalcidoidea indet.;stage of the host;1st instar larvae
1997SZ03Elappo;Chalcidoidea indet.;stage of the host;1st instar larvae
198278A-J1Obridg;Chalcidoidea indet.;stage of the host;1st instar larvae
198533A1-V1Onival;Chalcidoidea indet.;stage of the host;1st instar larvae
1997SZ85Eweiff;Chalcidoidea indet.;stage of the host;1st instar larvae
199022A1-V1Onival;Chalcidoidea indet.;stage of the host;1st instar larvae
198535A1-37Oarcti;Chalcidoidea indet.;stage of the host;1st instar larvae
198437A1-L1Oviril;Chalcidoidea indet.;stage of the host;1st instar larvae
200517A1-O1Eaurit;Chalcidoidea indet.;stage of the host;1st instar larvae
1995SZD1Eelaea;Chalcidoidea indet.;stage of the host;1st instar larvae
199425N-YOfoeti;Chalcidoidea indet.;stage of the host;1st instar larvae
200048R1-49CEgemmf;Chalcidoidea indet.;stage of the host;1st instar larvae
199935K-YObrevi;Chalcidoidea indet.;stage of the host;1st instar larvae
198246A-LObridg;Chalcidoidea indet.;stage of the host;1st instar larvae
198570A1-71G1Okriec;Chalcidoidea indet.;stage of the host;1st instar larvae
2004SZ70Olappo;Chalcidoidea indet.;stage of the host;1st instar larvae
198242A-H1Oobscu;Chalcidoidea indet.;stage of the host;1st instar larvae
198611A-V1Oproxi;Chalcidoidea indet.;stage of the host;1st instar larvae
198445F1-V1Ofoeti;Chalcidoidea indet.;stage of the host;1st instar larvae
198553A-E1Onorve;Chalcidoidea indet.;stage of the host;1st instar larvae
199807B1-L1Oobscu;Chalcidoidea indet.;stage of the host;1st instar larvae
200035L-UOobscu;Chalcidoidea indet.;stage of the host;1st instar larvae
199806A1-H1Obella;Chalcidoidea indet.;stage of the host;1st instar larvae
199938L-M1Egemmf;Chalcidoidea indet.;stage of the host;1st instar larvae
199423J1-S1Eboreo;Chalcidoidea indet.;stage of the host;1st instar larvae
198550A-H1Ovaria;Chalcidoidea indet.;stage of the host;1st instar larvae
200048E-FEgemmf;Chalcidoidea indet.;stage of the host;1st instar larvae
198544K1-V1Osamol;Chalcidoidea indet.;stage of the host;1st instar larvae
198507A-V1Obridg;Chalcidoidea indet.;stage of the host;1st instar larvae
200035A-JOobscu;Chalcidoidea indet.;stage of the host;1st instar larvae
199314D1-O1Ovaria;Chalcidoidea indet.;stage of the host;1st instar larvae
200303P1-V1Onigri;Chalcidoidea indet.;stage of the host;1st instar larvae
199512H-OObridg;Colastes ?incertus;stage of the host;1st instar larvae
199412L-XEmyrsi;Colastes ?incertus;stage of the host;1st instar larvae
199204K1-5OOnigri;Colastes laevis;stage of the host;1st instar larvae
199409A1-10E1Onigri;Colastes laevis;stage of the host;1st instar larvae
199201A-2V1Onigri;Colastes laevis;stage of the host;1st instar larvae
199334R1-T1Olappl;Colastes laevis;stage of the host;1st instar larvae
199120A1-G1Omacul;Colastes laevis;stage of the host;1st instar larvae
199915A-16NOnigri;Colastes laevis;stage of the host;1st instar larvae
199329A1-30SOglauc;Colastes laevis;stage of the host;1st instar larvae
199052A-NOglauc;Colastes laevis;stage of the host;1st instar larvae
199339I-KOlappl;Colastes laevis;stage of the host;1st instar larvae
199042A-ZOglauc;Colastes laevis;stage of the host;1st instar larvae
199322J-23MOlappl;Colastes laevis;stage of the host;1st instar larvae
198568A-70JEmucro;Colastes laevis;stage of the host;1st instar larvae
199109P-ROobscu;Colastes laevis;stage of the host;1st instar larvae
198510A-12V1Oglauc;Colastes laevis;stage of the host;1st instar larvae
198570M-ZObella;Colastes laevis;stage of the host;1st instar larvae
199328R-YObridg;Colastes laevis;stage of the host;1st instar larvae
199303UOlappl;Colastes laevis;stage of the host;1st instar larvae
199109T-V1Ofoeti;Colastes laevis;stage of the host;1st instar larvae
199105Y-O1Onigri;Colastes laevis;stage of the host;1st instar larvae
199320A-JElappc;Colastes laevis;stage of the host;1st instar larvae
199204K1-5OOnigri;Colastes nr.;stage of the host;1st instar larvae
199201A-2V1Onigri;Colastes nr.;stage of the host;1st instar larvae
2001SZ5555Hplicg;Ctenochira ?oreophila;stage of the host;later instar larvae
199003W-G1Olappl;Ctenochira ?oreophila;stage of the host;later instar larvae
2004SZ52Halien;Ctenochira romani;stage of the host;later instar larvae
199003W-G1Olappl;Ctenochira romani;stage of the host;later instar larvae
199104A-V1Hischn;Ctenochira romani;stage of the host;later instar larvae
2004SZ37Hplicg;Ctenochira romani;stage of the host;later instar larvae
198406A-I1Opedun;Curculio salicivorus;stage of the host;eggs
199924A-25SOkriec;Curculio salicivorus;stage of the host;eggs
200014A-NEnigri;Curculio salicivorus;stage of the host;eggs
199903A-S/A1-V1Okriec;Curculio salicivorus;stage of the host;eggs
199211O1-V1Hcarin;Closterocerus trifasciatus;stage of the host;1st instar larvae
199115X-16WHcarin;Closterocerus trifasciatus;stage of the host;1st instar larvae
2005SZ44Heryth;Campodorus variegatus;stage of the host;1st instar larvae
198240A-V1Onigri;Cirrospilus vittatus;stage of the host;1st instar larvae
198527A-28Q1Onorve;Cirrospilus vittatus;stage of the host;1st instar larvae
198705A-7V1Oelaea;Cirrospilus vittatus;stage of the host;1st instar larvae
198535A1-37Oarcti;Cirrospilus vittatus;stage of the host;1st instar larvae
1985SZCOhasta;Cirrospilus vittatus;stage of the host;1st instar larvae
198906A-9V1Oelaea;Cirrospilus vittatus;stage of the host;1st instar larvae
1995SZEHpruss;Dolichogenidea coleophorae;stage of the host;1st instar larvae
1996SZ10Hangli;Dolichogenidea longicauda;stage of the host;1st instar larvae
198704A-V1Oproxi;Diaparsis stramineipes;stage of the host;later instar larvae
198220A-ZOpedun;Diaparsis stramineipes;stage of the host;later instar larvae
2009SZ31Heryth;Diaparsis stramineipes;stage of the host;later instar larvae
199206W-H1Ofoeti;Dicladocerus westwoodi;stage of the host;1st instar larvae
198535A1-37Oarcti;Eurytoma aciculata;stage of the host;1st instar larvae
199927P-WOvimin;Eurytoma aciculata;stage of the host;1st instar larvae
198655A-JOcolla;Eurytoma aciculata;stage of the host;1st instar larvae
198840A-41IOhasta;Eurytoma aciculata;stage of the host;1st instar larvae
198441A1-42L1Ohasta;Eurytoma aciculata;stage of the host;1st instar larvae
199714A1-15K1Omyrsi;Eurytoma aciculata;stage of the host;1st instar larvae
199428A-TOvesic;Eurytoma aciculata;stage of the host;1st instar larvae
200106A-GEmyrti;Eurytoma aciculata;stage of the host;1st instar larvae
198927A1-28V1Ovaria;Eurytoma aciculata;stage of the host;1st instar larvae
198708A-POkriec;Eurytoma aciculata;stage of the host;1st instar larvae
198572M-J1Ovesic;Eurytoma aciculata;stage of the host;1st instar larvae
198604K1-V1Ovimin;Eurytoma aciculata;stage of the host;1st instar larvae
199705G1-V1Osamol;Eurytoma aciculata;stage of the host;1st instar larvae
198746A-47LOvimin;Eurytoma aciculata;stage of the host;1st instar larvae
200026A-MOvimin;Eurytoma aciculata;stage of the host;1st instar larvae
199112A-E1Okriec;Eurytoma aciculata;stage of the host;1st instar larvae
199022A1-V1Onival;Eurytoma aciculata;stage of the host;1st instar larvae
200023Q1-24LOproxi;Eurytoma aciculata;stage of the host;1st instar larvae
199049F1-N1Onival;Eurytoma aciculata;stage of the host;1st instar larvae
198534A-V1Oarcti;Eurytoma aciculata;stage of the host;1st instar larvae
199701M1-2FOarcti;Eurytoma aciculata;stage of the host;1st instar larvae
198222A-V1Obella;Eurytoma aciculata;stage of the host;1st instar larvae
199025L-V1Ovaria;Eurytoma aciculata;stage of the host;1st instar larvae
199101G-SOgalla;Eurytoma aciculata;stage of the host;1st instar larvae
199019A-22ZOherba;Eurytoma aciculata;stage of the host;1st instar larvae
200029A1-P1Okriec;Eurytoma aciculata;stage of the host;1st instar larvae
199106A-J1Ovaria;Eurytoma aciculata;stage of the host;1st instar larvae
198535A-SOnival;Eurytoma aciculata;stage of the host;1st instar larvae
2004SZ24Opustu;Eurytoma aciculata;stage of the host;1st instar larvae
198209A-14V1Ovesic;Eurytoma aciculata;stage of the host;1st instar larvae
198713A-N1Ovimin;Eurytoma aciculata;stage of the host;1st instar larvae
198408A-I1Ogalla;Eurytoma aciculata;stage of the host;1st instar larvae
199914K-WOkriec;Eurytoma aciculata;stage of the host;1st instar larvae
198708R-XOadaph;Eurytoma aciculata;stage of the host;1st instar larvae
199001A-V1Olappo;Eurytoma aciculata;stage of the host;1st instar larvae
198633A-V1Ovimin;Eurytoma aciculata;stage of the host;1st instar larvae
199118A1-Q1Omacul;Eurytoma aciculata;stage of the host;1st instar larvae
198547A-48V1Omyrti;Eurytoma aciculata;stage of the host;1st instar larvae
198503I1-V1+4Ovaria;Eurytoma aciculata;stage of the host;1st instar larvae
198708Z-V1Okriec;Eurytoma aciculata;stage of the host;1st instar larvae
199416O-VOvimin;Eurytoma aciculata;stage of the host;1st instar larvae
199923Q-ZOvimin;Eurytoma aciculata;stage of the host;1st instar larvae
200105YEsmyrt;Eurytoma aciculata;stage of the host;1st instar larvae
199914A1-V1Okriec;Eurytoma aciculata;stage of the host;1st instar larvae
2004SZ57Omyrsi;Eurytoma aciculata;stage of the host;1st instar larvae
198934A-J1Onival;Eurytoma aciculata;stage of the host;1st instar larvae
199705F-E1Omyrsi;Eurytoma aciculata;stage of the host;1st instar larvae
198207A-V1Opedun;Eurytoma aciculata;stage of the host;1st instar larvae
198419A1-V1Ovimin;Eurytoma aciculata;stage of the host;1st instar larvae
198902C-YOvimin;Eurytoma aciculata;stage of the host;1st instar larvae
198545A-R1Oglabr;Eurytoma aciculata;stage of the host;1st instar larvae
199734A-O1Oproxi;Eurytoma aciculata;stage of the host;1st instar larvae
2004SZ43Eboreo;Eurytoma aciculata;stage of the host;1st instar larvae
198714A-C1Okriec;Eurytoma aciculata;stage of the host;1st instar larvae
198734A-35V1Ovaria;Eurytoma aciculata;stage of the host;1st instar larvae
199903A-S/A1-V1Okriec;Eurytoma aciculata;stage of the host;1st instar larvae
199002A-S1Olappo;Eurytoma aciculata;stage of the host;1st instar larvae
199602P1-V1Ofoeti;Eurytoma aciculata;stage of the host;1st instar larvae
199743A-ZOvimin;Eurytoma aciculata;stage of the host;1st instar larvae
198454A-55V1Ohasta;Eurytoma aciculata;stage of the host;1st instar larvae
199003I1-V1Opustu;Eurytoma aciculata;stage of the host;1st instar larvae
198916R-V1Ovimin;Eurytoma aciculata;stage of the host;1st instar larvae
198748M1-49WOvimin;Eurytoma aciculata;stage of the host;1st instar larvae
200102A-YOmyrsi;Eurytoma aciculata;stage of the host;1st instar larvae
198221A-V1Ovimin;Eurytoma aciculata;stage of the host;1st instar larvae
200106I-SEmyrti;Eurytoma aciculata;stage of the host;1st instar larvae
200024A1-V1Ovimin;Eurytoma aciculata;stage of the host;1st instar larvae
200026H1-27GOkriec;Eurytoma aciculata;stage of the host;1st instar larvae
200302E-XOvaria;Eurytoma aciculata;stage of the host;1st instar larvae
198826A-V1Oarcti;Eurytoma aciculata;stage of the host;1st instar larvae
198651A-UOcolla;Eurytoma aciculata;stage of the host;1st instar larvae
198415A-19ZOvesic;Eurytoma aciculata;stage of the host;1st instar larvae
198206J-V1Ovesic;Eurytoma aciculata;stage of the host;1st instar larvae
199222H-YOvaria;Eurytoma aciculata;stage of the host;1st instar larvae
199203A-B1Ofoeti;Eurytoma aciculata;stage of the host;1st instar larvae
199432A-VOvimin;Eurytoma aciculata;stage of the host;1st instar larvae
198604D1-J1Opedun;Eurytoma aciculata;stage of the host;1st instar larvae
1985SZHOsamol;Eurytoma aciculata;stage of the host;1st instar larvae
199510O1-T1Ovimin;Eurytoma aciculata;stage of the host;1st instar larvae
199431X-K1Ovimin;Eurytoma aciculata;stage of the host;1st instar larvae
198346A-47V1Ohasta;Eurytoma aciculata;stage of the host;1st instar larvae
198220A-ZOpedun;Eurytoma aciculata;stage of the host;1st instar larvae
198827S-28V1Onival;Eurytoma aciculata;stage of the host;1st instar larvae
199206W-H1Ofoeti;Eurytoma aciculata;stage of the host;1st instar larvae
199801A-V1Ocolla;Eurytoma aciculata;stage of the host;1st instar larvae
199209A-M1Ovaria;Eurytoma aciculata;stage of the host;1st instar larvae
199927Y-M1Ovesic;Eurytoma aciculata;stage of the host;1st instar larvae
198573A-75Oadaph;Eurytoma aciculata;stage of the host;1st instar larvae
198541A-QOnorve;Eurytoma aciculata;stage of the host;1st instar larvae
198339A-V1Ovaria;Eurytoma aciculata;stage of the host;1st instar larvae
199004U-5I1Ohasta;Eurytoma aciculata;stage of the host;1st instar larvae
200028A1-P1Ovimin;Eurytoma aciculata;stage of the host;1st instar larvae
198351M1-V1Ovimin;Eurytoma aciculata;stage of the host;1st instar larvae
198720E1-V1Ovaria;Eurytoma aciculata;stage of the host;1st instar larvae
199007R1-V1Odolic;Eurytoma aciculata;stage of the host;1st instar larvae
199412I1-R1Ofoeti;Eurytoma aciculata;stage of the host;1st instar larvae
199807D-ZEvenus;Eurytoma aciculata;stage of the host;1st instar larvae
198538A-V1Osamol;Eurytoma aciculata;stage of the host;1st instar larvae
198727A-V1Ohasta;Eurytoma aciculata;stage of the host;1st instar larvae
2004SZ73Oglabr;Eurytoma aciculata;stage of the host;1st instar larvae
198445A1-D1Ovimin;Eurytoma aciculata;stage of the host;1st instar larvae
198502A-TOdolic;Eurytoma aciculata;stage of the host;1st instar larvae
199903U-Z/10A-V1Ovimin;Eurytoma aciculata;stage of the host;1st instar larvae
198570A1-71G1Okriec;Eurytoma aciculata;stage of the host;1st instar larvae
199218A-IOhasta;Eurytoma aciculata;stage of the host;1st instar larvae
198636E1-37V1Ovimin;Eurytoma aciculata;stage of the host;1st instar larvae
198821A-23V1Oherba;Eurytoma aciculata;stage of the host;1st instar larvae
199042A-ZOglauc;Eurytoma aciculata;stage of the host;1st instar larvae
198715A1-V1Ovaria;Eurytoma aciculata;stage of the host;1st instar larvae
199425F1-V1Ovimin;Eurytoma aciculata;stage of the host;1st instar larvae
199320P-B1Osamol;Eurytoma aciculata;stage of the host;1st instar larvae
199003A-UOlappo;Eurytoma aciculata;stage of the host;1st instar larvae
198929A-V1Ohasta;Eurytoma aciculata;stage of the host;1st instar larvae
198236A-V1Ovimin;Eurytoma aciculata;stage of the host;1st instar larvae
199026U-27V1Oarcti;Eurytoma aciculata;stage of the host;1st instar larvae
199934D-SOfoeti;Eurytoma aciculata;stage of the host;1st instar larvae
199923A-GOvimin;Eurytoma aciculata;stage of the host;1st instar larvae
198312A-13V1Ovesic;Eurytoma aciculata;stage of the host;1st instar larvae
198711Q1-V1Oadaph;Eurytoma aciculata;stage of the host;1st instar larvae
199044R1-V1Olappl;Eurytoma aciculata;stage of the host;1st instar larvae
198814M-V1Ohasta;Eurytoma aciculata;stage of the host;1st instar larvae
200611A-S1Ovimin;Eurytoma aciculata;stage of the host;1st instar larvae
198837K1-39V1Oarcti;Eurytoma aciculata;stage of the host;1st instar larvae
199038A-V1Oglabr;Eurytoma aciculata;stage of the host;1st instar larvae
199411J1-12EOfoeti;Eurytoma aciculata;stage of the host;1st instar larvae
200026A1-F1Okriec;Eurytoma aciculata;stage of the host;1st instar larvae
199417A1-E1Okriec;Eurytoma aciculata;stage of the host;1st instar larvae
200514F-LOvesic;Eurytoma aciculata;stage of the host;1st instar larvae
199427S-V1Oadaph;Eurytoma aciculata;stage of the host;1st instar larvae
199312A-VOhasta;Eurytoma aciculata;stage of the host;1st instar larvae
200302A1-K1Okriec;Eurytoma aciculata;stage of the host;1st instar larvae
199003W-G1Olappl;Eurytoma aciculata;stage of the host;1st instar larvae
199417J-WOadaph;Eurytoma aciculata;stage of the host;1st instar larvae
198208A-L1Ovimin;Eurytoma aciculata;stage of the host;1st instar larvae
198446A1-47N1Ofoeti;Eurytoma aciculata;stage of the host;1st instar larvae
199802A-P1Okriec;Eurytoma aciculata;stage of the host;1st instar larvae
198650A-N1Ocolla;Eurytoma aciculata;stage of the host;1st instar larvae
199051Y-V1Onival;Eurytoma aciculata;stage of the host;1st instar larvae
198917O1-18WOvaria;Eurytoma aciculata;stage of the host;1st instar larvae
200514A-EOvimin;Eurytoma aciculata;stage of the host;1st instar larvae
198306A-7V1Opedun;Eurytoma aciculata;stage of the host;1st instar larvae
198322A-25V1Oproxi;Eurytoma aciculata;stage of the host;1st instar larvae
200609A-K1Oadaph;Eurytoma aciculata;stage of the host;1st instar larvae
199926A-27NOkriec;Eurytoma aciculata;stage of the host;1st instar larvae
200027J-XOkriec;Eurytoma aciculata;stage of the host;1st instar larvae
198604A-LOpedun;Eurytoma aciculata;stage of the host;1st instar larvae
198811A-12G1Opustu;Eurytoma aciculata;stage of the host;1st instar larvae
198360A-XOvimin;Eurytoma aciculata;stage of the host;1st instar larvae
198272A-73V1Ovimin;Eurytoma aciculata;stage of the host;1st instar larvae
198204A-V1Ovimin;Eurytoma aciculata;stage of the host;1st instar larvae
199219A-KOvaria;Eurytoma aciculata;stage of the host;1st instar larvae
198736A-37ROhasta;Eurytoma aciculata;stage of the host;1st instar larvae
198453A-V1Ovaria;Eurytoma aciculata;stage of the host;1st instar larvae
198925E1-26I1Ovaria;Eurytoma aciculata;stage of the host;1st instar larvae
199415A1-16MOvesic;Eurytoma aciculata;stage of the host;1st instar larvae
199045T-48QOmyrsi;Eurytoma aciculata;stage of the host;1st instar larvae
198430A-M1Okriec;Eurytoma aciculata;stage of the host;1st instar larvae
199433U-O1Oadaph;Eurytoma aciculata;stage of the host;1st instar larvae
198833A-35XOnival;Eurytoma aciculata;stage of the host;1st instar larvae
198804L-Q1Ohasta;Eurytoma aciculata;stage of the host;1st instar larvae
199807N1-Q1Etesta;Eurytoma aciculata;stage of the host;1st instar larvae
199048S-49D1Oarcti;Eurytoma aciculata;stage of the host;1st instar larvae
199701K-LOmyrti;Eurytoma aciculata;stage of the host;1st instar larvae
198915A1-16POvaria;Eurytoma aciculata;stage of the host;1st instar larvae
199414D-REdaphn;Eurytoma aciculata;stage of the host;1st instar larvae
199923G1-S1Ovimin;Eurytoma aciculata;stage of the host;1st instar larvae
198712A-V1Ovaria;Eurytoma aciculata;stage of the host;1st instar larvae
198406J1-7LOpedun;Eurytoma aciculata;stage of the host;1st instar larvae
198533A-ZOnorve;Eurytoma aciculata;stage of the host;1st instar larvae
198359A-K1Ovesic;Eurytoma aciculata;stage of the host;1st instar larvae
198570M-ZObella;Eurytoma aciculata;stage of the host;1st instar larvae
199305D1-6LOmyrti;Eurytoma aciculata;stage of the host;1st instar larvae
198253A-V1Ovesic;Eurytoma aciculata;stage of the host;1st instar larvae
199015A-POlappo;Eurytoma aciculata;stage of the host;1st instar larvae
198651W-52SOadaph;Eurytoma aciculata;stage of the host;1st instar larvae
199733J-V1Osamol;Eurytoma aciculata;stage of the host;1st instar larvae
198629A-OOpedun;Eurytoma aciculata;stage of the host;1st instar larvae
199515A-XOvimin;Eurytoma aciculata;stage of the host;1st instar larvae
198819A-20J1Onival;Eurytoma aciculata;stage of the host;1st instar larvae
199404W-D1Oadaph;Eurytoma aciculata;stage of the host;1st instar larvae
198902A1-3EOvimin;Eurytoma aciculata;stage of the host;1st instar larvae
198815A-16V1Oglabr;Eurytoma aciculata;stage of the host;1st instar larvae
198543A-I1Ovaria;Eurytoma aciculata;stage of the host;1st instar larvae
198446A-YOvaria;Eurytoma aciculata;stage of the host;1st instar larvae
198709A-M1Okriec;Eurytoma aciculata;stage of the host;1st instar larvae
198439A-40OOadaph;Eurytoma aciculata;stage of the host;1st instar larvae
198702A-I1Ovimin;Eurytoma aciculata;stage of the host;1st instar larvae
199742A-VOvimin;Eurytoma aciculata;stage of the host;1st instar larvae
200029R1-30LOkriec;Eurytoma aciculata;stage of the host;1st instar larvae
199426M1-27MOadaph;Eurytoma aciculata;stage of the host;1st instar larvae
199028A1-29TOarcti;Eurytoma aciculata;stage of the host;1st instar larvae
199406G1-7DOvaria;Eurytoma aciculata;stage of the host;1st instar larvae
198854F-J1Onorve;Eurytoma aciculata;stage of the host;1st instar larvae
200027A1-O1Okriec;Eurytoma aciculata;stage of the host;1st instar larvae
199055J-V1Ovaria;Eurytoma aciculata;stage of the host;1st instar larvae
199017J1-18V1Ovaria;Eurytoma aciculata;stage of the host;1st instar larvae
198876A-77H1Ovimin;Eurytoma aciculata;stage of the host;1st instar larvae
198349A-50V1Ovesic;Eurytoma aciculata;stage of the host;1st instar larvae
199336H-KOnival;Eurytoma aciculata;stage of the host;1st instar larvae
198234A-35V1Ovesic;Eurytoma aciculata;stage of the host;1st instar larvae
199034A1-U1Onival;Eurytoma aciculata;stage of the host;1st instar larvae
199414T-B1Oadaph;Eurytoma aciculata;stage of the host;1st instar larvae
198934L1-36KOvaria;Eurytoma aciculata;stage of the host;1st instar larvae
198533A1-V1Onival;Eurytoma aciculata;stage of the host;1st instar larvae
199913K-TOvaria;Eurytoma aciculata;stage of the host;1st instar larvae
198634A-F1Opedun;Eurytoma aciculata;stage of the host;1st instar larvae
198654A-V1Oadaph;Eurytoma aciculata;stage of the host;1st instar larvae
198855A-UOmyrsi;Eurytoma aciculata;stage of the host;1st instar larvae
198877J1-R1Ovesic;Eurytoma aciculata;stage of the host;1st instar larvae
198257A-58V1Ovaria;Eurytoma aciculata;stage of the host;1st instar larvae
198803A-4JOnival;Eurytoma aciculata;stage of the host;1st instar larvae
199901Y-V1Ovesic;Eurytoma aciculata;stage of the host;1st instar larvae
199041A-O1Onival;Eurytoma aciculata;stage of the host;1st instar larvae
198640A-41V1Ocolla;Eurytoma aciculata;stage of the host;1st instar larvae
198626A-V1Opedun;Eurytoma aciculata;stage of the host;1st instar larvae
198630A-ZOpedun;Eurytoma aciculata;stage of the host;1st instar larvae
198354A-V1Ovaria;Eurytoma aciculata;stage of the host;1st instar larvae
198251N-K1Ovimin;Eurytoma aciculata;stage of the host;1st instar larvae
199413A-M1Omonti;Eurytoma aciculata;stage of the host;1st instar larvae
198443A-44SOhasta;Eurytoma aciculata;stage of the host;1st instar larvae
199511S-E1Ovimin;Eurytoma aciculata;stage of the host;1st instar larvae
199004A-SOvaria;Eurytoma aciculata;stage of the host;1st instar larvae
200029G-VOkriec;Eurytoma aciculata;stage of the host;1st instar larvae
198348A-V1Ovaria;Eurytoma aciculata;stage of the host;1st instar larvae
198205A-ZOgalla;Eurytoma aciculata;stage of the host;1st instar larvae
198737T-38H1Oadaph;Eurytoma aciculata;stage of the host;1st instar larvae
199518E-C1Oadaph;Eurytoma aciculata;stage of the host;1st instar larvae
198460A-ZOadaph;Eurytoma aciculata;stage of the host;1st instar larvae
199312P1-13GOarcti;Eurytoma aciculata;stage of the host;1st instar larvae
198710A-V1Ovesic;Eurytoma aciculata;stage of the host;1st instar larvae
198369A-71V1Ovaria;Eurytoma aciculata;stage of the host;1st instar larvae
199016A-17H1Omyrsi;Eurytoma aciculata;stage of the host;1st instar larvae
199409K-XOvaria;Eurytoma aciculata;stage of the host;1st instar larvae
199409A1-10E1Onigri;Eurytoma aciculata;stage of the host;1st instar larvae
199320D1-G1Olappl;Eurytoma aciculata;stage of the host;1st instar larvae
