"REARING_NUMBER";"original_name";"name_clear"
"198430A-M1Okriec";"Eurytoma aciculata";"Eurytoma aciculata"
"198430A-M1Okriec";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198431A-SOvaria";"Chalcidoidea indet.";"Chalcidoidea"
"198431A-SOvaria";"Eurytoma aciculata";"Eurytoma aciculata"
"198432A-33V1Ovaria";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198432A-33V1Ovaria";"Hydriomena ruberata";"Hydriomena ruberata"
"198432A-33V1Ovaria";"Chalcidoidea indet.";"Chalcidoidea"
"198434A-Q1Omacul";"Chalcidoidea indet.";"Chalcidoidea"
"198434A-Q1Omacul";"Hydriomena ruberata";"Hydriomena ruberata"
"198435A-V1Ohasta";"Mymaridae gen.";"Mymaridae"
"198435A-V1Ohasta";"Hydriomena ruberata";"Hydriomena ruberata"
"198435A-V1Ohasta";"Chalcidoidea indet.";"Chalcidoidea"
"198436A-G1Ovaria";"Chalcidoidea indet.";"Chalcidoidea"
"198436I1-37WObrevi";"Chalcidoidea indet.";"Chalcidoidea"
"198436I1-37WObrevi";"Bracon romani";"Bracon romani"
"198436I1-37WObrevi";"Saotis pygidiator";"Saotis pygidiator"
"198437A1-L1Oviril";"Chalcidoidea indet.";"Chalcidoidea"
"198437A1-L1Oviril";"Theroscopus hemipteron";"Theroscopus hemipteron"
"198437A1-L1Oviril";"Scambus vesicarius";"Scambus vesicarius"
"198437M1-V1Ovimin";"Chalcidoidea indet.";"Chalcidoidea"
"198439A-40OOadaph";"Scambus vesicarius";"Scambus vesicarius"
"198439A-40OOadaph";"Hydriomena ruberata";"Hydriomena ruberata"
"198439A-40OOadaph";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198439A-40OOadaph";"Chalcidoidea indet.";"Chalcidoidea"
"198439A-40OOadaph";"Eurytoma aciculata";"Eurytoma aciculata"
"198440Q-41ZOretus";"Chalcidoidea indet.";"Chalcidoidea"
"198440Q-41ZOretus";"Braconidae indet.";"Braconidae"
"198440Q-41ZOretus";"Aptesis nigrocincta";"Aptesis nigrocincta"
"198440Q-41ZOretus";"Pteromalus pontaniae";"Pteromalus pontaniae"
"198440Q-41ZOretus";"Bracon romani";"Bracon romani"
"198441A1-42L1Ohasta";"Eurytoma aciculata";"Eurytoma aciculata"
"198441A1-42L1Ohasta";"Chalcidoidea indet.";"Chalcidoidea"
"198441A1-42L1Ohasta";"Hydriomena ruberata";"Hydriomena ruberata"
"198441A1-42L1Ohasta";"Scambus vesicarius";"Scambus vesicarius"
"198442N1-V1Omacul";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198442N1-V1Omacul";"Chalcidoidea indet.";"Chalcidoidea"
"198443A-44SOhasta";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198443A-44SOhasta";"Scambus vesicarius";"Scambus vesicarius"
"198443A-44SOhasta";"Eurytoma aciculata";"Eurytoma aciculata"
"198443A-44SOhasta";"Hydriomena ruberata";"Hydriomena ruberata"
"198443A-44SOhasta";"Chalcidoidea indet.";"Chalcidoidea"
"198443A-44SOhasta";"Pteromalus cyniphidis";"Pteromalus cyniphidis"
"198445A1-D1Ovimin";"Chalcidoidea indet.";"Chalcidoidea"
"198445A1-D1Ovimin";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198445A1-D1Ovimin";"Eurytoma aciculata";"Eurytoma aciculata"
"198445F1-V1Ofoeti";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198445F1-V1Ofoeti";"Hydriomena ruberata";"Hydriomena ruberata"
"198445F1-V1Ofoeti";"Chalcidoidea indet.";"Chalcidoidea"
"198445F1-V1Ofoeti";"Aptesis nigrocincta";"Aptesis nigrocincta"
"198445F1-V1Ofoeti";"Lathrostizus lugens";"Lathrostizus lugens"
"198446A-YOvaria";"Chalcidoidea indet.";"Chalcidoidea"
"198446A-YOvaria";"Hydriomena ruberata";"Hydriomena ruberata"
"198446A-YOvaria";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198446A-YOvaria";"Curculio crux";"Curculio crux"
"198446A-YOvaria";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198446A-YOvaria";"Eurytoma aciculata";"Eurytoma aciculata"
"198446A1-47N1Ofoeti";"Eurytoma aciculata";"Eurytoma aciculata"
"198446A1-47N1Ofoeti";"Scambus vesicarius";"Scambus vesicarius"
"198446A1-47N1Ofoeti";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198446A1-47N1Ofoeti";"Aptesis nigrocincta";"Aptesis nigrocincta"
"198446A1-47N1Ofoeti";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198446A1-47N1Ofoeti";"Chalcidoidea indet.";"Chalcidoidea"
"198448A-49J1Oobscu";"Colastes flavitarsis";"Colastes flavitarsis"
"198448A-49J1Oobscu";"Bracon romani";"Bracon romani"
"198448A-49J1Oobscu";"Scambus vesicarius";"Scambus vesicarius"
"198448A-49J1Oobscu";"Aptesis nigrocincta";"Aptesis nigrocincta"
"198448A-49J1Oobscu";"Chalcidoidea indet.";"Chalcidoidea"
"198448A-49J1Oobscu";"Lathrostizus lugens";"Lathrostizus lugens"
"198448A-49J1Oobscu";"Hydriomena ruberata";"Hydriomena ruberata"
"198449L1-P1Omacul";"Braconidae indet.";"Braconidae"
"198449L1-P1Omacul";"Chalcidoidea indet.";"Chalcidoidea"
"198450A-V1Omacul";"Hydriomena ruberata";"Hydriomena ruberata"
"198450A-V1Omacul";"Scambus vesicarius";"Scambus vesicarius"
"198450A-V1Omacul";"Chalcidoidea indet.";"Chalcidoidea"
"198450A-V1Omacul";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198451A-LOnival";"Chalcidoidea indet.";"Chalcidoidea"
"198451A-LOnival";"Hydriomena ruberata";"Hydriomena ruberata"
"198451N-UOhasta";"Pontania hastatae";"Pontania hastatae"
"198452A-V1Obrevi";"Chalcidoidea indet.";"Chalcidoidea"
"198452A-V1Obrevi";"Bracon romani";"Bracon romani"
"198453A-V1Ovaria";"Eurytoma aciculata";"Eurytoma aciculata"
"198453A-V1Ovaria";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198453A-V1Ovaria";"Scambus vesicarius";"Scambus vesicarius"
"198454A-55V1Ohasta";"Scambus vesicarius";"Scambus vesicarius"
"198454A-55V1Ohasta";"Chalcidoidea indet.";"Chalcidoidea"
"198454A-55V1Ohasta";"Saotis pygidiator";"Saotis pygidiator"
"198454A-55V1Ohasta";"Bracon romani";"Bracon romani"
"198454A-55V1Ohasta";"Hydriomena ruberata";"Hydriomena ruberata"
"198454A-55V1Ohasta";"Eurytoma aciculata";"Eurytoma aciculata"
"198457A-B1Onival";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198458A-U1Egemmh";"Pteromalus euurae";"Pteromalus euurae"
"198458A-U1Egemmh";"Gelis sp.";"Gelis"
"198459A-LOretus";"Chalcidoidea indet.";"Chalcidoidea"
"198459A-LOretus";"Pteromalus pontaniae";"Pteromalus pontaniae"
"198460A-ZOadaph";"Chalcidoidea indet.";"Chalcidoidea"
"198460A-ZOadaph";"Hydriomena ruberata";"Hydriomena ruberata"
"198460A-ZOadaph";"Braconidae indet.";"Braconidae"
"198460A-ZOadaph";"Eurytoma aciculata";"Eurytoma aciculata"
"198460A1-61SOvaria";"Hydriomena ruberata";"Hydriomena ruberata"
"198460A1-61SOvaria";"Braconidae indet.";"Braconidae"
"198460A1-61SOvaria";"Eurytoma aciculata";"Eurytoma aciculata"
"198460A1-61SOvaria";"Chalcidoidea indet.";"Chalcidoidea"
"198460A1-61SOvaria";"Aptesis nigrocincta";"Aptesis nigrocincta"
"198462A-63V1Ocolla";"Scambus vesicarius";"Scambus vesicarius"
"198462A-63V1Ocolla";"Apion minimum";"Apion minimum"
"198462A-63V1Ocolla";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198464A-NObridg";"Pontania bridgmanii";"Pontania bridgmanii"
"198464Q-A1Opedun";"Pontania pedunculi";"Pontania pedunculi"
"198465A-XOgalla";"Pontania gallarum";"Pontania gallarum"
"198501A-V1Onigri";"Scambus vesicarius";"Scambus vesicarius"
"198501A-V1Onigri";"Eridolius pygmaeus";"Eridolius pygmaeus"
"198501A-V1Onigri";"Chalcidoidea indet.";"Chalcidoidea"
"198502A-TOdolic";"Eurytoma aciculata";"Eurytoma aciculata"
"198502A-TOdolic";"Scambus vesicarius";"Scambus vesicarius"
"198502A-TOdolic";"Chalcidoidea indet.";"Chalcidoidea"
"198502Y-V1Oarcti";"Chalcidoidea indet.";"Chalcidoidea"
"198502Y-V1Oarcti";"Hydriomena ruberata";"Hydriomena ruberata"
"198503A-H1Onigri";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198503A-H1Onigri";"Chalcidoidea indet.";"Chalcidoidea"
"198503A-H1Onigri";"Scambus vesicarius";"Scambus vesicarius"
"198503A-H1Onigri";"Curculio crux";"Curculio crux"
"198503I1-V1+4Ovaria";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198503I1-V1+4Ovaria";"Eurytoma aciculata";"Eurytoma aciculata"
"198503I1-V1+4Ovaria";"Curculio crux";"Curculio crux"
"198503I1-V1+4Ovaria";"Pteromalus cyniphidis";"Pteromalus cyniphidis"
"198503I1-V1+4Ovaria";"Chalcidoidea indet.";"Chalcidoidea"
"198505A-V1Obridg";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198505A-V1Obridg";"Hydriomena ruberata";"Hydriomena ruberata"
"198505A-V1Obridg";"Curculio crux";"Curculio crux"
"198505A-V1Obridg";"Chalcidoidea indet.";"Chalcidoidea"
"198505A-V1Obridg";"Ichneumonidae indet.";"Ichneumonidae"
"198505A-V1Obridg";"Lathrostizus lugens";"Lathrostizus lugens"
"198506A-V1Onigri";"Chalcidoidea indet.";"Chalcidoidea"
"198506A-V1Onigri";"Hydriomena ruberata";"Hydriomena ruberata"
"198506A-V1Onigri";"Scambus vesicarius";"Scambus vesicarius"
"198506A-V1Onigri";"Ichneumonidae indet.";"Ichneumonidae"
"198506A-V1Onigri";"Curculio crux";"Curculio crux"
"198506A-V1Onigri";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198507A-V1Obridg";"Chalcidoidea indet.";"Chalcidoidea"
"198507A-V1Obridg";"Curculio crux";"Curculio crux"
"198508A-Q1Ovaria";"Hydriomena ruberata";"Hydriomena ruberata"
"198508A-Q1Ovaria";"Chalcidoidea indet.";"Chalcidoidea"
"198508A-Q1Ovaria";"Curculio crux";"Curculio crux"
"198508S1-V1Onigri";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198508S1-V1Onigri";"Chalcidoidea indet.";"Chalcidoidea"
"198508S1-V1Onigri";"Hydriomena ruberata";"Hydriomena ruberata"
"198509A-V1Ovaria";"Aprostocetus alveatus";"Aprostocetus alveatus"
"198509A-V1Ovaria";"Curculio crux";"Curculio crux"
"198509A-V1Ovaria";"Hydriomena ruberata";"Hydriomena ruberata"
"198510A-12V1Oglauc";"Bracon romani";"Bracon romani"
"198510A-12V1Oglauc";"Scambus vesicarius";"Scambus vesicarius"
"198510A-12V1Oglauc";"Braconidae indet.";"Braconidae"
"198510A-12V1Oglauc";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198510A-12V1Oglauc";"Chalcidoidea indet.";"Chalcidoidea"
"198510A-12V1Oglauc";"Colastes laevis";"Colastes laevis"
"198513A-V1Onival";"Chalcidoidea indet.";"Chalcidoidea"
"198514A-V1Oglabr";"Chalcidoidea indet.";"Chalcidoidea"
"198515A-V1Oretic";"Chalcidoidea indet.";"Chalcidoidea"
"198520A-V1Oglauc";"Scambus vesicarius";"Scambus vesicarius"
"198520A-V1Oglauc";"Braconidae indet.";"Braconidae"
"198521A1-22V1Onival";"Chalcidoidea indet.";"Chalcidoidea"
"198523A-V1Olappo";"Adelognathus cubiceps";"Adelognathus cubiceps"
"198524A-26V1Olappo";"Chalcidoidea indet.";"Chalcidoidea"
"198524A-26V1Olappo";"Scambus vesicarius";"Scambus vesicarius"
"198527A-28Q1Onorve";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198527A-28Q1Onorve";"Cirrospilus vittatus";"Cirrospilus"
"198528R1-V1Olappl";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198528R1-V1Olappl";"Chrysocharis elongata";"Chrysocharis elongata"
"198529A-30SOarcti";"Chalcidoidea indet.";"Chalcidoidea"
"198529A-30SOarcti";"Hydriomena ruberata";"Hydriomena ruberata"
"198530A1-S1Ospset";"Chalcidoidea indet.";"Chalcidoidea"
"198530A1-S1Ospset";"Scambus vesicarius";"Scambus vesicarius"
"198530A1-S1Ospset";"Chrysocharis elongata";"Chrysocharis elongata"
"198530A1-S1Ospset";"Hydriomena ruberata";"Hydriomena ruberata"
"198530A1-S1Ospset";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198530T-ZOdolic";"Chrysocharis elongata";"Chrysocharis elongata"
"198531A-32V1Ospset";"Chrysocharis elongata";"Chrysocharis elongata"
"198531A-32V1Ospset";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198531A-32V1Ospset";"Hydriomena ruberata";"Hydriomena ruberata"
"198531A-32V1Ospset";"Chalcidoidea indet.";"Chalcidoidea"
"198531A-32V1Ospset";"Scambus vesicarius";"Scambus vesicarius"
"198531A-32V1Ospset";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198533A-ZOnorve";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198533A-ZOnorve";"Hydriomena ruberata";"Hydriomena ruberata"
"198533A-ZOnorve";"Chalcidoidea indet.";"Chalcidoidea"
"198533A-ZOnorve";"Eurytoma aciculata";"Eurytoma aciculata"
"198533A1-V1Onival";"Chalcidoidea indet.";"Chalcidoidea"
"198533A1-V1Onival";"Eurytoma aciculata";"Eurytoma aciculata"
"198533A1-V1Onival";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198533A1-V1Onival";"Hydriomena ruberata";"Hydriomena ruberata"
"198534A-V1Oarcti";"Chalcidoidea indet.";"Chalcidoidea"
"198534A-V1Oarcti";"Eurytoma aciculata";"Eurytoma aciculata"
"198535A-SOnival";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198535A-SOnival";"Eurytoma aciculata";"Eurytoma aciculata"
"198535A1-37Oarcti";"Chalcidoidea indet.";"Chalcidoidea"
"198535A1-37Oarcti";"Eurytoma aciculata";"Eurytoma aciculata"
"198535A1-37Oarcti";"Cirrospilus vittatus";"Cirrospilus"
"198535A1-37Oarcti";"Hydriomena ruberata";"Hydriomena ruberata"
"198535A1-37Oarcti";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198535A1-37Oarcti";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198538A-V1Osamol";"Chalcidoidea indet.";"Chalcidoidea"
"198538A-V1Osamol";"Hydriomena ruberata";"Hydriomena ruberata"
"198538A-V1Osamol";"Eurytoma aciculata";"Eurytoma aciculata"
"198538A-V1Osamol";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198539A-ZOnival";"Chalcidoidea indet.";"Chalcidoidea"
"198539A1-V1Omyrti";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198539A1-V1Omyrti";"Chalcidoidea indet.";"Chalcidoidea"
"198540A-V1Emyrti";"Scambus vesicarius";"Scambus vesicarius"
"198540A-V1Emyrti";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198541A-QOnorve";"Chalcidoidea indet.";"Chalcidoidea"
"198541A-QOnorve";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198541A-QOnorve";"Eurytoma aciculata";"Eurytoma aciculata"
"198541H1-V1Onorve";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198541H1-V1Onorve";"Chalcidoidea indet.";"Chalcidoidea"
"198541S-F1Onorve";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198541S-F1Onorve";"Chalcidoidea indet.";"Chalcidoidea"
"198542A-V1Onival";"Eurytoma aciculata";"Eurytoma aciculata"
"198542A-V1Onival";"Saotis granulator";"Saotis granulator"
"198542A-V1Onival";"Chalcidoidea indet.";"Chalcidoidea"
"198542A-V1Onival";"Scambus vesicarius";"Scambus vesicarius"
"198542A-V1Onival";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198543A-I1Ovaria";"Hydriomena ruberata";"Hydriomena ruberata"
"198543A-I1Ovaria";"Eurytoma aciculata";"Eurytoma aciculata"
"198543A-I1Ovaria";"Chalcidoidea indet.";"Chalcidoidea"
"198543A-I1Ovaria";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198543J1-V1Oarcti";"Chalcidoidea indet.";"Chalcidoidea"
"198544A-J1Oarcti";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198544A-J1Oarcti";"Hydriomena ruberata";"Hydriomena ruberata"
"198544A-J1Oarcti";"Chalcidoidea indet.";"Chalcidoidea"
"198544K1-V1Osamol";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198544K1-V1Osamol";"Chalcidoidea indet.";"Chalcidoidea"
"198544K1-V1Osamol";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198545A-R1Oglabr";"Hydriomena ruberata";"Hydriomena ruberata"
"198545A-R1Oglabr";"Eurytoma aciculata";"Eurytoma aciculata"
"198545A-R1Oglabr";"Scambus vesicarius";"Scambus vesicarius"
"198545A-R1Oglabr";"Chalcidoidea indet.";"Chalcidoidea"
"198545A-R1Oglabr";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198546S-P1Ovaria";"Chalcidoidea indet.";"Chalcidoidea"
"198546S-P1Ovaria";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198546S-P1Ovaria";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198547A-48V1Omyrti";"Chalcidoidea indet.";"Chalcidoidea"
"198547A-48V1Omyrti";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198547A-48V1Omyrti";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198547A-48V1Omyrti";"Eurytoma aciculata";"Eurytoma aciculata"
"198549A-J1Omyrsi";"Chalcidoidea indet.";"Chalcidoidea"
"198549K1-R1Ospeit";"Chalcidoidea indet.";"Chalcidoidea"
"198550A-H1Ovaria";"Eurytoma aciculata";"Eurytoma aciculata"
"198550A-H1Ovaria";"Chalcidoidea indet.";"Chalcidoidea"
"198550A-H1Ovaria";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198550A-H1Ovaria";"Hydriomena ruberata";"Hydriomena ruberata"
"198551A-N1Elappo";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198551O1-V1Elappc";"Chalcidoidea indet.";"Chalcidoidea"
"198551O1-V1Elappc";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198552A-V1Omyrti";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198552A-V1Omyrti";"Braconidae indet.";"Braconidae"
"198552A-V1Omyrti";"Chalcidoidea indet.";"Chalcidoidea"
"198553A-E1Onorve";"Scambus vesicarius";"Scambus vesicarius"
"198553A-E1Onorve";"Chalcidoidea indet.";"Chalcidoidea"
"198553A-E1Onorve";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198553F1-54V1Onorve";"Scambus vesicarius";"Scambus vesicarius"
"198553F1-54V1Onorve";"Chalcidoidea indet.";"Chalcidoidea"
"198553F1-54V1Onorve";"Aptesis nigrocincta";"Aptesis nigrocincta"
"198553F1-54V1Onorve";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198553F1-54V1Onorve";"Saotis granulator";"Saotis granulator"
"198555A-56ROlappo";"Braconidae indet.";"Braconidae"
"198555A-56ROlappo";"Adelognathus cubiceps";"Adelognathus cubiceps"
"198555A-56ROlappo";"Aptesis nigrocincta";"Aptesis nigrocincta"
"198556T-P1Oherba";"Adelognathus cubiceps";"Adelognathus cubiceps"
"198556T-P1Oherba";"Chalcidoidea indet.";"Chalcidoidea"
"198557A-58ZOhasta";"Aptesis nigrocincta";"Aptesis nigrocincta"
"198557A-58ZOhasta";"Chalcidoidea indet.";"Chalcidoidea"
"198557A-58ZOhasta";"Saotis granulator";"Saotis granulator"
"198559A-63V1Oadaph";"Chalcidoidea indet.";"Chalcidoidea"
"198564A-65H1Oproxi";"Curculio crux";"Curculio crux"
"198564A-65H1Oproxi";"Pnigalio nemati";"Pnigalio nemati"
"198564A-65H1Oproxi";"Scambus vesicarius";"Scambus vesicarius"
"198564A-65H1Oproxi";"Lathrostizus lugens";"Lathrostizus lugens"
"198564A-65H1Oproxi";"Euderus albitarsis";"Euderus albitarsis"
"198564A-65H1Oproxi";"Bracon breviusculus";"Bracon breviusculus"
"198566A-V1Oproxi";"Lathrostizus lugens";"Lathrostizus lugens"
"198566A-V1Oproxi";"Curculio crux";"Curculio crux"
"198566A-V1Oproxi";"Chalcidoidea indet.";"Chalcidoidea"
"198567A-LOgalla";"Pontania gallarum";"Pontania gallarum"
"198568A-70JEmucro";"Chalcidoidea indet.";"Chalcidoidea"
"198568A-70JEmucro";"Eurytoma nobbei";"Eurytoma nobbei"
"198568A-70JEmucro";"Colastes laevis";"Colastes laevis"
"198568A-70JEmucro";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198570A1-71G1Okriec";"Eurytoma aciculata";"Eurytoma aciculata"
"198570A1-71G1Okriec";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198570A1-71G1Okriec";"Tetrastichus sp.3";"Tetrastichus"
"198570A1-71G1Okriec";"Chalcidoidea indet.";"Chalcidoidea"
"198570A1-71G1Okriec";"Braconidae indet.";"Braconidae"
"198570A1-71G1Okriec";"Tetrastichus sp.2";"Tetrastichus"
"198570A1-71G1Okriec";"Scambus vesicarius";"Scambus vesicarius"
"198570A1-71G1Okriec";"Bracon intercessor";"Bracon intercessor"
"198570M-ZObella";"Bracon breviusculus";"Bracon breviusculus"
"198570M-ZObella";"Scambus vesicarius";"Scambus vesicarius"
"198570M-ZObella";"Eurytoma aciculata";"Eurytoma aciculata"
"198570M-ZObella";"Bracon intercessor";"Bracon intercessor"
"198570M-ZObella";"Braconidae indet.";"Braconidae"
"198570M-ZObella";"Colastes laevis";"Colastes laevis"
"198570M-ZObella";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198571K1-V1Ogalla";"Bracon breviusculus";"Bracon breviusculus"
"198571K1-V1Ogalla";"Chalcidoidea indet.";"Chalcidoidea"
"198571K1-V1Ogalla";"Braconidae indet.";"Braconidae"
"198571K1-V1Ogalla";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198571K1-V1Ogalla";"Scambus vesicarius";"Scambus vesicarius"
"198572A-JOvimin";"Chalcidoidea indet.";"Chalcidoidea"
"198572A-JOvimin";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198572M-J1Ovesic";"Eurytoma aciculata";"Eurytoma aciculata"
"198572M-J1Ovesic";"Scambus vesicarius";"Scambus vesicarius"
"198572M-J1Ovesic";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198572M-J1Ovesic";"Bracon intercessor";"Bracon intercessor"
"198573A-75Oadaph";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198573A-75Oadaph";"Pteromalus cyniphidis";"Pteromalus cyniphidis"
"198573A-75Oadaph";"Scambus vesicarius";"Scambus vesicarius"
"198573A-75Oadaph";"Eurytoma aciculata";"Eurytoma aciculata"
"198573A-75Oadaph";"Bracon intercessor";"Bracon intercessor"
"1985SZ24-26AOlappo";"Pontania lapponica";"Pontania lapponica"
"1985SZ24-26BOlappo";"Pontania lapponica";"Pontania lapponica"
"1985SZ24-26COlappo";"Hydriomena ruberata";"Hydriomena ruberata"
"1985SZ24-26COlappo";"Scambus vesicarius";"Scambus vesicarius"
"1985SZ27-28Onorve";"Pontania norvegica";"Pontania norvegica"
"1985SZAOarcti";"Pontania arcticornis";"Pontania arcticornis"
"1985SZBOarcti";"Pontania arcticornis";"Pontania arcticornis"
"1985SZCOhasta";"Cirrospilus vittatus";"Cirrospilus vittatus"
"1985SZDOsamol";"Eulonchetron torymoides";"Eulonchetron torymoides"
"1985SZEOsamol";"Pontania samolad";"Pontania samolad"
"1985SZFOhasta";"Pontania hastatae";"Pontania hastatae"
"1985SZGOhasta";"Eulonchetron torymoides";"Eulonchetron torymoides"
"1985SZHOsamol";"Eurytoma aciculata";"Eurytoma aciculata"
"1985SZHOsamol";"Eulonchetron torymoides";"Eulonchetron torymoides"
"1985SZIOsamol";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198602A-S1Oviril";"Curculio crux";"Curculio crux"
"198602A-S1Oviril";"Scambus vesicarius";"Scambus vesicarius"
"198602A-S1Oviril";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198603A-ZOvimin";"Curculio crux";"Curculio crux"
"198603A-ZOvimin";"Scambus vesicarius";"Scambus vesicarius"
"198603A1-V1Ovesic";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198603A1-V1Ovesic";"Curculio crux";"Curculio crux"
"198603A1-V1Ovesic";"Euphranta toxoneura";"Euphranta toxoneura"
"198603A1-V1Ovesic";"Scambus vesicarius";"Scambus vesicarius"
"198604A-LOpedun";"Chalcidoidea indet.";"Chalcidoidea"
"198604A-LOpedun";"Apion minimum";"Apion minimum"
"198604A-LOpedun";"Curculio crux";"Curculio crux"
"198604A-LOpedun";"Eurytoma aciculata";"Eurytoma aciculata"
"198604A-LOpedun";"Euphranta toxoneura";"Euphranta toxoneura"
"198604D1-J1Opedun";"Curculio crux";"Curculio crux"
"198604D1-J1Opedun";"Chalcidoidea indet.";"Chalcidoidea"
"198604D1-J1Opedun";"Euphranta toxoneura";"Euphranta toxoneura"
"198604D1-J1Opedun";"Eurytoma aciculata";"Eurytoma aciculata"
"198604D1-J1Opedun";"Apion minimum";"Apion minimum"
"198604K1-V1Ovimin";"Eurytoma aciculata";"Eurytoma aciculata"
"198604K1-V1Ovimin";"Curculio crux";"Curculio crux"
"198604K1-V1Ovimin";"Pteromalus dolichurus";"Pteromalus dolichurus"
